term	valence	arousal	dominance
staying power	0.434	0.124	0.482
steak house	0.260	0.132	-0.200
steam ahead	0.322	0.282	0.062
steam room	0.196	-0.090	-0.194
steeped in	-0.172	-0.076	0.156
steer clear	-0.038	-0.138	0.062
steering wheel	0.134	0.030	0.134
stem cell	0.138	0.014	-0.058
stem from	-0.066	-0.222	-0.068
step aside	-0.074	-0.028	-0.318
step back	-0.206	-0.124	-0.266
step down	-0.666	-0.032	-0.380
step forward	0.500	0.154	0.366
step in	-0.072	0.000	0.258
step into	0.096	0.124	-0.134
step off	-0.438	-0.226	-0.388
step on	0.138	-0.046	-0.072
step out	-0.166	-0.128	-0.116
step over	-0.354	0.154	-0.376
step stool	-0.036	-0.234	-0.062
step to	0.000	-0.066	-0.194
step up	-0.032	0.050	0.034
stepping down	-0.500	-0.202	-0.280
stepping stone	0.354	0.088	0.414
stick around	-0.234	-0.054	-0.266
stick at	-0.104	-0.102	-0.162
stick by	0.034	-0.148	-0.130
stick figure	-0.034	-0.132	-0.068
stick on	-0.200	-0.136	0.218
stick out	-0.534	-0.066	-0.130
stick shift	-0.288	0.118	0.000
stick to	-0.138	-0.204	0.044
stick together	0.108	-0.018	0.200
stick up	-0.400	0.032	-0.074
stick with	0.354	-0.120	0.186
sticking out	-0.320	-0.016	-0.310
sticking point	-0.094	-0.032	0.156
sticky fingers	-0.334	0.170	0.172
sticky note	0.100	-0.164	-0.132
still life	0.194	-0.118	0.034
still room	-0.134	-0.452	0.094
stink eye	-0.466	0.124	-0.214
stir crazy	-0.434	0.380	0.250
stir fry	-0.066	-0.032	-0.066
stir up	-0.162	0.200	-0.032
stock exchange	-0.096	0.124	0.076
stock market	0.000	0.000	0.258
stock up	0.066	0.032	0.166
stocked with	0.200	0.106	0.286
stockholm syndrome	-0.434	0.246	-0.260
stomach ache	-0.484	0.242	-0.324
stomach flu	-0.266	0.334	-0.586
stomp on	-0.296	0.226	-0.148
stone age	-0.354	-0.104	0.096
stone cold	-0.286	-0.216	0.028
stoop to	-0.222	-0.202	-0.258
stop at	-0.452	-0.282	-0.484
stop by	-0.200	-0.200	-0.400
stop in	-0.310	-0.376	-0.384
stop light	-0.270	-0.090	-0.124
stop on	-0.250	-0.112	-0.184
stop over	-0.366	-0.300	-0.290
stop sign	-0.300	0.066	0.000
stoppage time	-0.466	0.098	-0.226
storage room	0.146	-0.196	0.034
storage space	0.172	-0.296	0.266
store brand	0.206	-0.110	0.112
story line	0.032	-0.266	-0.236
stove top	0.148	-0.130	-0.162
straight ahead	0.226	0.246	0.290
straight answer	0.556	0.032	0.260
straight away	0.434	0.194	0.260
straight back	0.178	0.030	0.032
straight days	0.322	0.000	0.142
straight down	-0.096	0.000	0.000
straight edge	0.062	-0.048	0.276
straight face	-0.072	-0.058	0.206
straight forward	0.666	0.016	0.342
straight games	0.552	0.378	0.214
straight hair	0.290	-0.290	-0.034
straight home	0.276	-0.148	0.380
straight line	0.200	-0.224	0.322
straight lines	0.366	-0.016	0.214
straight man	0.242	-0.034	0.000
straight men	0.334	-0.146	0.366
straight off	-0.032	-0.032	0.176
straight person	-0.034	0.178	0.536
straight shooter	-0.240	0.254	0.358
straight up	0.134	0.188	0.366
straight year	0.226	0.032	0.096
straighten out	0.178	0.136	0.038
stranger danger	-0.700	0.476	-0.242
strategic planning	0.034	0.416	0.500
straw hat	0.032	-0.126	-0.448
straw man	-0.334	-0.032	-0.066
strawberry jam	0.512	-0.196	0.000
stray cat	-0.468	-0.092	-0.366
street clothes	-0.068	-0.124	-0.034
street corner	-0.234	0.148	-0.194
street cred	0.130	0.000	-0.034
street fighter	0.032	0.412	0.242
street light	0.206	-0.152	-0.046
street name	-0.138	-0.148	-0.066
street smart	0.380	0.114	0.148
street view	0.000	-0.230	0.064
strep throat	-0.566	0.140	-0.258
stress out	-0.500	0.122	-0.236
stress test	-0.484	0.092	-0.154
stressed out	-0.750	0.086	-0.458
stretch out	-0.096	-0.204	-0.294
stretch to	0.032	0.206	0.112
stretched out	-0.434	-0.016	-0.290
stretching it	-0.038	0.090	0.280
strictly speaking	-0.462	0.314	0.154
strike at	-0.642	0.170	-0.166
strike back	-0.242	0.290	0.034
strike on	-0.310	0.050	-0.068
strike out	-0.408	0.052	-0.066
strike up	-0.130	0.184	0.156
strike zone	-0.388	0.222	0.448
string cheese	-0.108	-0.174	-0.068
string together	0.290	0.366	0.172
strings attached	-0.276	0.196	0.172
strip away	-0.322	0.114	-0.112
strip club	-0.344	0.276	-0.194
strip mall	0.068	0.142	0.034
strip of	-0.372	0.170	-0.334
stripped down	-0.194	0.062	-0.392
stripper pole	-0.406	0.166	-0.200
strong case	0.380	-0.046	0.600
strong evidence	0.200	0.282	0.380
strong feelings	0.100	0.272	0.200
strong man	0.290	0.194	0.742
strong point	0.300	0.048	0.400
strong sense	0.482	0.258	0.536
strong suit	0.516	0.136	0.392
strong support	0.800	0.470	0.280
strong winds	-0.072	0.546	0.322
struggle on	-0.480	0.222	-0.400
struggle to	-0.612	0.202	-0.310
strung out	0.082	0.096	-0.434
stuck on	-0.286	0.016	-0.482
stuck up	-0.656	-0.124	-0.194
stuck with	-0.380	0.066	-0.488
student body	0.104	0.000	0.200
student council	0.310	0.200	0.234
student loan	-0.200	0.044	0.064
student teaching	0.500	0.310	0.300
student union	0.388	0.176	0.322
studio album	0.300	0.054	0.186
studio apartment	0.142	-0.190	0.222
studio audience	0.066	0.148	0.068
study abroad	0.300	0.000	0.222
stuff away	-0.162	-0.062	0.034
stuff it	-0.392	-0.220	-0.104
stuff up	-0.194	-0.062	-0.156
stuffed animal	0.255	-0.353	-0.373
stumble across	-0.138	0.116	-0.076
stumble into	-0.366	0.192	-0.310
stumble on	-0.500	0.072	0.072
stumble upon	-0.234	0.164	-0.166
stunt double	-0.322	0.048	0.130
style on	0.200	-0.016	0.046
sub par	-0.276	-0.240	-0.206
subconscious mind	0.000	0.190	0.162
subject line	-0.186	-0.054	0.108
subject matter	0.416	0.104	0.250
subject to	-0.226	-0.060	-0.034
subscribe for	0.258	-0.068	0.276
subscribe to	0.334	-0.038	-0.044
substance abuse	-0.586	0.312	-0.226
substitute teacher	0.200	-0.090	0.000
subway station	0.260	0.290	0.000
subway system	0.250	-0.120	0.488
success story	0.806	0.350	0.646
such a	-0.188	-0.112	-0.100
such as	0.034	-0.294	-0.206
such that	-0.266	-0.114	-0.112
suck at	-0.630	-0.088	-1.000
suck in	-0.560	0.092	-0.208
suck up	-0.666	0.196	-0.480
sucked in	-0.518	0.046	-0.434
sucker punch	-0.420	0.334	-0.204
sudden death	-0.844	0.238	-0.500
suffer from	-0.536	0.046	-0.572
sugar baby	-0.172	0.112	-0.290
sugar bowl	0.258	-0.142	-0.234
sugar cookie	0.414	-0.148	0.108
sugar daddy	-0.100	-0.014	0.148
sugar high	-0.096	0.182	-0.234
sugar water	0.104	-0.500	-0.034
suit to	0.068	-0.204	0.000
suit up	0.124	0.188	0.166
suits you	0.048	-0.102	0.112
sum up	0.134	-0.132	-0.214
summer camp	0.308	0.134	0.064
summer house	0.420	-0.084	0.172
summer months	0.206	0.032	0.104
summer school	0.156	-0.066	-0.100
summer solstice	0.066	0.068	-0.062
summer time	0.384	0.102	0.068
summer vacation	0.700	-0.112	0.166
sun belt	0.134	-0.170	-0.112
sunday school	0.148	-0.066	-0.124
sunflower seeds	0.420	-0.190	0.034
sunny side	0.516	-0.224	0.108
super duper	0.434	-0.106	0.206
super glue	0.000	-0.076	-0.082
superior court	0.100	0.266	0.656
superior to	0.172	-0.016	0.500
superiority complex	-0.186	0.422	0.516
supply chain	-0.024	0.000	-0.020
supply side	0.134	0.032	0.066
support group	0.536	0.188	0.138
support level	0.366	-0.164	-0.068
support network	0.420	0.064	0.434
support system	0.654	-0.236	0.448
suppose to	0.064	-0.220	-0.096
supposed to	-0.162	-0.112	-0.068
sure enough	0.234	-0.258	0.036
sure hope	0.466	-0.246	0.142
sure sign	0.290	0.130	0.222
sure thing	0.344	-0.086	0.178
surface area	0.166	-0.090	0.108
surgeon general	-0.036	0.032	0.370
surgical mask	0.000	0.120	-0.064
surprise party	0.834	0.442	0.380
surprise surprise	0.594	0.280	0.586
surprised at	0.534	0.134	0.388
surrender to	-0.500	0.000	-0.104
surround sound	0.230	0.224	0.162
survival horror	-0.518	0.390	-0.172
sustainable development	0.586	0.190	0.538
swallow that	-0.464	0.138	-0.096
swan song	-0.076	-0.142	-0.234
swap out	-0.048	-0.176	-0.392
swear by	-0.138	-0.090	0.408
swear in	0.104	0.026	-0.032
swear to	-0.068	0.096	-0.066
swear word	-0.162	0.064	-0.080
sweat it	-0.322	0.014	-0.162
sweat out	-0.186	0.130	-0.134
sweat pants	0.000	-0.048	0.034
sweet corn	0.566	-0.194	-0.178
sweet dreams	0.808	-0.316	0.096
sweet home	0.600	-0.300	0.372
sweet jesus	0.516	0.114	0.172
sweet on	0.218	-0.108	-0.112
sweet pea	0.452	-0.294	-0.138
sweet potato	0.300	-0.338	0.034
sweet spot	0.414	0.042	0.266
sweet tea	0.580	-0.228	-0.266
sweet tooth	0.354	-0.130	-0.276
sweetie pie	0.778	-0.150	-0.166
swell up	-0.076	0.122	-0.376
swim suit	0.130	-0.042	-0.036
swim trunks	0.000	-0.042	0.108
swimming pool	0.646	0.044	0.142
swine flu	-0.484	0.150	-0.310
swing at	-0.034	0.186	0.250
swing by	0.000	0.174	0.178
swipe right	0.034	0.062	0.000
swiss cheese	0.188	-0.188	-0.200
switch off	-0.322	-0.424	-0.334
switch on	0.290	0.068	0.160
switch over	-0.188	0.180	0.064
switched on	0.258	0.142	0.108
sympathize with	0.142	0.054	0.104
table talk	-0.064	-0.090	0.000
table tennis	0.518	0.116	0.172
table top	0.130	-0.184	0.100
tack on	-0.290	0.032	0.222
taco truck	0.276	0.232	-0.062
tag along	-0.214	-0.108	-0.036
tag line	0.134	-0.152	-0.234
tag on	-0.156	0.070	-0.148
tag team	0.178	0.110	0.286
tag with	-0.172	-0.098	0.000
tail end	-0.444	-0.192	-0.540
tail off	-0.188	-0.186	-0.258
take action	0.226	0.228	0.342
take advantage	0.290	0.178	0.500
take advice	0.534	0.070	-0.108
take after	-0.032	-0.032	-0.062
take away	-0.036	0.034	-0.242
take back	-0.034	-0.164	-0.242
take calls	0.234	0.216	-0.096
take care	0.656	-0.324	0.000
take chances	0.500	0.292	0.040
take charge	0.382	0.152	0.414
take classes	0.072	-0.066	0.038
take control	0.258	0.256	0.724
take cover	-0.414	0.000	0.250
take credit	0.068	0.000	0.376
take down	-0.600	-0.042	-0.138
take drugs	-0.700	0.178	-0.420
take effect	0.100	0.242	0.380
take flight	0.136	-0.120	0.218
take for	0.000	0.060	-0.162
take forever	0.166	0.000	0.342
take heart	0.322	0.096	0.420
take heed	-0.226	0.014	0.032
take hold	0.206	-0.086	0.088
take home	0.276	-0.294	0.096
take in	0.266	-0.058	0.096
take issue	-0.678	0.084	-0.414
take it	0.166	-0.242	0.034
take medication	0.068	-0.098	0.088
take note	0.034	-0.150	0.068
take notes	0.090	-0.084	0.086
take notice	0.194	0.158	0.166
take of	-0.230	-0.172	0.036
take off	0.034	0.166	-0.250
take offense	-0.372	0.194	-0.108
take on	0.048	-0.060	0.234
take orders	-0.094	0.018	0.026
take out	-0.482	-0.014	-0.222
take over	-0.072	0.062	0.308
take part	0.188	0.000	0.346
take place	0.140	0.000	0.156
take pleasure	0.642	0.046	0.034
take precedence	0.162	-0.030	-0.162
take pride	0.400	0.062	0.200
take responsibility	0.466	0.268	0.482
take risk	-0.130	0.286	0.034
take risks	-0.172	0.212	0.250
take root	0.000	-0.072	-0.060
take sides	-0.108	0.172	0.000
take solace	0.250	-0.224	-0.216
take steps	0.000	0.178	0.068
take stock	-0.566	0.032	0.200
take that	-0.068	-0.156	-0.142
take time	0.062	-0.244	0.034
take to	0.258	-0.112	-0.108
take turns	0.000	-0.108	-0.100
take up	0.480	-0.112	-0.066
taken aback	-0.296	-0.032	-0.370
taken in	-0.104	-0.062	-0.108
taken over	-0.130	0.120	-0.106
taken with	0.290	0.098	0.100
taking advantage	-0.166	0.276	0.536
taking control	0.270	0.344	0.620
taking over	0.000	0.238	0.222
taking place	0.142	-0.016	-0.034
talent show	0.354	0.246	0.162
talk about	-0.034	0.182	0.258
talk at	-0.166	-0.172	-0.066
talk back	-0.206	0.112	-0.100
talk big	0.124	-0.076	0.354
talk dirty	-0.572	0.254	-0.234
talk down	-0.242	0.000	-0.250
talk of	0.134	-0.096	-0.036
talk on	0.188	0.032	0.122
talk out	-0.066	-0.044	-0.270
talk over	-0.310	-0.124	0.068
talk radio	0.108	-0.042	0.036
talk show	0.162	0.000	0.290
talk through	0.420	-0.064	-0.250
talk time	0.134	0.028	0.184
talk to	0.200	-0.176	-0.178
talk up	0.166	0.156	0.066
talk with	0.346	0.010	-0.034
talking head	0.226	0.028	0.244
talking point	0.138	-0.016	0.334
talking to	0.096	0.078	0.062
tall buildings	0.322	0.050	0.344
tall glass	0.300	-0.114	0.000
tall guy	0.000	-0.046	0.296
tall man	0.234	-0.076	0.334
tall order	0.000	-0.016	0.162
tank engine	0.112	0.216	0.200
tank top	0.143	-0.055	-0.038
tank up	-0.138	-0.032	0.132
tantamount to	-0.066	-0.068	0.214
tap dance	0.470	0.304	0.226
tap dancing	0.388	0.414	0.000
tap for	0.100	0.094	-0.172
tap in	-0.276	0.050	0.104
tap into	0.034	0.072	0.172
tap out	-0.500	-0.066	-0.206
tap water	-0.068	-0.100	-0.072
tape measure	-0.027	-0.297	-0.157
tape over	-0.066	-0.200	0.104
target practice	0.258	0.328	0.556
tarot card	-0.518	-0.148	-0.100
tartar sauce	-0.192	-0.218	-0.074
task force	-0.138	0.352	0.172
taste buds	0.162	-0.102	0.066
tater tots	0.032	-0.112	-0.034
tattoo artist	0.034	0.118	0.142
tax avoidance	-0.228	0.000	-0.134
tax base	-0.296	-0.014	0.200
tax bill	-0.466	-0.048	0.178
tax bracket	-0.312	-0.086	0.094
tax break	-0.190	0.118	0.034
tax credit	0.166	-0.140	0.206
tax cut	0.000	-0.250	-0.100
tax deduction	0.066	-0.016	0.068
tax evasion	-0.400	0.030	0.034
tax exempt	0.100	-0.092	0.104
tax fraud	-0.594	0.062	-0.428
tax hike	-0.532	0.032	0.064
tax law	-0.100	-0.080	-0.088
tax money	0.000	0.130	0.066
tax payer	-0.130	-0.080	0.034
tax policy	-0.342	0.102	0.300
tax rate	-0.178	-0.034	0.066
tax return	-0.600	-0.238	-0.148
tax revenue	-0.096	0.118	0.464
tax system	-0.360	-0.206	0.206
taxi driver	0.064	0.000	0.134
taxi squad	0.134	0.170	-0.162
tea bag	0.142	-0.300	-0.206
tea party	0.376	-0.060	0.096
tea tree	0.162	-0.238	0.074
team building	0.226	0.018	0.538
team leader	0.534	0.260	0.714
team member	0.122	0.062	0.334
team player	0.900	0.124	0.434
team spirit	0.686	0.206	0.310
team sport	0.620	0.074	0.388
team together	0.538	0.082	0.448
team up	0.562	0.056	0.380
tear apart	-0.396	0.090	-0.034
tear down	-0.518	0.076	-0.172
tear gas	-0.646	0.162	-0.076
tear jerker	-0.572	0.000	-0.482
tear up	-0.536	0.016	-0.226
tech savvy	0.414	0.140	0.242
tech support	0.258	0.088	0.428
technical analysis	-0.242	0.328	0.434
technical foul	-0.166	0.000	-0.104
technical support	0.266	0.292	0.366
teddy bear	0.575	-0.532	-0.373
tee hee	0.296	-0.102	-0.200
tee off	-0.138	-0.032	-0.534
tee shirt	0.134	-0.318	-0.142
teenage years	0.108	0.322	0.194
telephone number	0.206	-0.050	0.032
television series	0.096	-0.090	0.366
television show	0.172	-0.044	0.000
tell about	0.172	0.096	0.068
tell all	0.036	0.000	0.192
tell me	0.130	-0.174	-0.068
tell of	-0.300	-0.136	-0.206
tell on	-0.166	-0.070	-0.100
temper tantrum	-0.534	0.456	-0.124
ten commandments	-0.108	0.170	0.206
ten million	0.380	-0.096	0.242
tend to	-0.100	-0.258	-0.300
tended to	0.166	-0.112	-0.104
tennis ball	0.226	0.018	-0.100
tennis court	0.258	0.138	-0.024
tennis match	0.282	0.128	0.178
tennis player	0.594	0.286	0.200
tennis shoes	0.226	-0.032	0.034
tent city	-0.242	0.066	0.064
term paper	-0.186	0.112	-0.092
terminally ill	-0.750	0.104	-0.204
terrorist attack	-0.834	0.500	-0.034
terrorist organization	-0.586	0.442	0.142
test drive	-0.056	0.014	0.294
test for	0.000	0.242	0.148
test match	0.036	0.174	0.300
test out	-0.096	0.016	-0.172
test results	-0.194	0.200	0.194
test run	0.036	0.170	0.034
testify to	0.034	0.230	0.250
text message	0.094	-0.104	0.000
thank god	0.828	-0.016	0.478
thank goodness	0.690	-0.090	0.400
thank heavens	0.572	-0.274	0.388
thank you	0.766	-0.322	0.462
thankful for	0.800	-0.324	0.128
thanks again	0.518	-0.178	0.066
thanks to	0.518	-0.280	-0.124
thanksgiving day	0.934	0.106	0.286
that depends	-0.138	-0.122	-0.276
that is	-0.194	-0.268	0.038
that much	0.064	-0.250	0.130
that said	-0.162	0.018	0.000
that sucks	-0.580	0.082	-0.354
that which	-0.036	-0.174	-0.376
that'll do	-0.072	-0.250	-0.250
that's all	0.130	-0.466	0.000
that's cool	0.656	-0.236	0.036
that's it	-0.400	-0.300	-0.036
that's life	0.366	-0.092	-0.242
that's right	0.400	-0.132	-0.034
that's that	-0.234	-0.190	-0.096
the above	0.034	-0.126	0.000
the bomb	-0.366	0.466	-0.096
the burbs	-0.276	-0.184	-0.234
the can	-0.130	-0.228	-0.134
the case	-0.162	0.072	-0.138
the city	0.134	0.028	0.112
the crunch	-0.130	0.170	-0.138
the devil	-0.750	0.432	-0.100
the downside	-0.258	-0.034	-0.172
the end	-0.366	-0.190	-0.352
the finger	0.024	0.050	-0.034
the following	0.104	0.154	-0.034
the former	0.166	-0.274	-0.142
the go-ahead	0.516	0.166	0.538
the goat	0.270	-0.016	0.000
the hell	-0.656	0.174	-0.500
the john	-0.234	-0.188	-0.178
the latter	-0.300	-0.276	-0.400
the like	0.420	-0.112	-0.130
the loo	-0.592	-0.214	-0.334
the lot	0.134	-0.150	0.166
the man	0.058	-0.058	0.108
the means	0.162	-0.134	-0.064
the middleman	-0.166	-0.140	0.162
the most	0.408	0.030	0.162
the odd	-0.096	-0.338	-0.086
the pill	-0.432	-0.250	-0.130
the pits	-0.484	-0.102	-0.218
the point	0.142	-0.106	0.138
the quality	0.276	-0.132	0.500
the runaround	-0.414	0.102	-0.218
the same	0.076	-0.272	-0.100
the take	0.000	-0.042	0.000
the underground	-0.380	-0.116	-0.096
the usual	0.142	-0.230	-0.034
the whole	0.038	-0.206	0.142
theme music	0.414	0.018	0.068
theme park	0.580	0.142	0.452
theme song	0.334	0.172	0.142
then again	0.000	-0.080	-0.166
there are	-0.064	-0.312	-0.124
there is	-0.064	-0.306	-0.226
there there	-0.096	-0.188	0.036
these days	-0.032	-0.164	0.034
these guys	-0.094	-0.062	-0.068
these parts	0.034	-0.242	0.038
they say	0.000	-0.318	-0.242
thick hair	0.242	-0.136	0.064
thick skin	0.234	-0.194	0.068
thin air	-0.354	-0.318	-0.282
thin ice	-0.250	-0.048	-0.548
thin line	-0.378	-0.264	-0.072
think about	-0.060	-0.162	0.032
think again	0.034	0.070	0.076
think ahead	0.226	0.146	0.308
think back	0.034	-0.064	0.162
think big	0.500	0.360	0.226
think of	0.334	-0.112	0.166
think out	-0.036	-0.048	-0.034
think over	-0.200	0.000	-0.064
think piece	0.066	-0.106	0.044
think so	-0.032	-0.210	0.034
think straight	0.290	-0.134	0.438
think tank	0.116	0.102	0.000
think through	0.214	-0.028	0.080
think twice	-0.032	0.000	0.052
think up	0.344	0.032	0.074
thinly veiled	-0.096	-0.132	-0.290
third base	-0.108	-0.060	-0.034
third baseman	-0.032	0.048	0.148
third down	-0.062	-0.058	-0.172
third eye	-0.226	0.104	0.162
third grade	0.072	-0.128	-0.034
third man	-0.194	-0.060	-0.034
third party	-0.034	-0.016	0.034
third person	0.032	-0.032	-0.186
third reich	-0.166	0.134	0.064
third string	-0.214	-0.198	-0.322
third trimester	-0.142	0.096	0.166
third wheel	-0.250	-0.018	-0.226
third world	-0.282	0.122	-0.134
thirst for	-0.066	0.204	-0.094
this evening	0.096	-0.198	0.000
this minute	0.062	-0.196	0.172
this stage	-0.068	0.072	-0.074
this way	0.266	-0.156	-0.290
those who	0.134	-0.170	-0.148
though but	-0.534	-0.214	-0.234
thought of	0.066	-0.118	-0.066
thought out	0.066	-0.016	-0.108
thought police	-0.246	0.348	0.322
thought process	0.216	-0.070	0.188
thought provoking	0.260	0.434	0.206
thousand times	0.322	0.150	0.480
three hundred	0.112	-0.066	0.148
three times	0.000	-0.036	-0.064
thrift shop	-0.466	-0.030	-0.138
thrift store	-0.104	-0.050	-0.138
thrill to	-0.134	0.266	0.000
thrive on	0.094	0.144	-0.034
through traffic	-0.084	0.260	-0.188
through with	-0.226	-0.156	0.192
throw away	-0.500	0.172	-0.206
throw back	-0.116	-0.030	-0.218
throw down	-0.548	0.230	-0.166
throw in	-0.188	-0.080	-0.032
throw into	-0.468	-0.016	-0.500
throw off	-0.666	0.076	-0.276
throw on	-0.166	0.276	-0.068
throw out	-0.388	0.242	0.034
throw up	-0.322	0.210	-0.142
throw you	-0.050	0.206	-0.032
throwing away	-0.608	0.062	-0.344
thrown in	-0.300	0.044	-0.194
thumbs down	-0.406	-0.030	-0.234
thumbs up	0.400	0.132	0.334
thunder storm	-0.334	0.440	0.234
thus far	0.066	-0.200	-0.234
ticked off	-0.536	0.104	-0.234
ticket holder	0.166	-0.190	-0.134
tidal wave	-0.463	0.788	0.288
tidy up	0.410	-0.160	-0.178
tie in	-0.258	-0.262	-0.166
tie into	-0.162	-0.196	-0.034
tie to	-0.072	-0.104	-0.162
tie up	-0.242	-0.110	-0.160
tied up	-0.518	-0.032	-0.226
tight end	-0.620	-0.148	-0.064
tight race	0.104	0.246	0.322
tighten up	-0.500	0.126	0.108
til now	-0.138	-0.276	0.108
time being	-0.070	-0.098	-0.142
time bomb	-0.612	0.180	-0.130
time capsule	0.138	0.062	-0.104
time consuming	-0.068	0.014	-0.034
time flies	0.034	0.032	-0.096
time frame	0.142	0.090	-0.090
time in	0.194	-0.018	-0.142
time lapse	-0.276	-0.046	-0.162
time limit	-0.388	-0.014	-0.310
time line	-0.134	-0.018	0.178
time machine	0.194	0.120	0.242
time management	0.142	0.184	0.518
time off	0.034	-0.338	-0.392
time out	-0.450	-0.436	-0.082
time outs	-0.678	-0.338	-0.138
time period	-0.034	0.090	-0.256
time series	0.086	0.074	0.276
time slot	-0.130	-0.110	-0.184
time span	0.166	-0.136	-0.072
time spent	0.142	-0.112	0.266
time travel	0.156	0.200	0.296
time traveling	0.258	0.126	0.166
time up	-0.100	0.034	-0.250
time warp	0.134	-0.034	-0.260
time zone	-0.234	0.030	0.032
tin can	-0.206	-0.394	-0.276
tin foil	-0.366	-0.250	-0.376
tin roof	0.000	-0.316	-0.320
tip in	0.214	-0.106	-0.194
tip jar	-0.036	-0.164	-0.104
tip off	0.046	0.000	-0.162
tip over	-0.100	-0.070	-0.270
tip top	0.536	-0.208	0.344
tipping point	-0.124	0.312	0.100
tippy toes	0.260	-0.162	-0.200
tire of	-0.312	-0.266	-0.290
tire pressure	-0.548	0.032	-0.256
tired of	-0.608	-0.358	-0.096
tissue paper	0.066	-0.344	-0.250
title track	0.444	0.014	0.096
to blame	-0.690	0.138	-0.258
to boot	-0.028	-0.030	-0.242
to come	0.032	0.034	-0.096
to date	0.162	-0.046	-0.104
to death	-0.900	-0.172	-0.366
to do	-0.066	-0.222	-0.222
to go	0.194	0.076	-0.310
to hand	0.108	-0.030	0.102
to heart	0.500	0.032	0.172
to me	0.220	-0.190	-0.334
to perfection	0.646	0.018	0.536
to pieces	-0.516	-0.084	-0.400
to rule	0.194	-0.028	-0.062
to sea	0.142	-0.140	-0.032
to spare	0.072	-0.328	-0.234
to suck	-0.734	0.058	-0.480
to that	-0.124	-0.098	-0.066
to-do list	0.032	-0.184	0.194
toaster oven	0.130	-0.152	0.038
toe nail	-0.066	-0.206	0.000
together with	0.482	-0.132	0.096
toilet bowl	-0.740	-0.340	-0.156
toilet paper	-0.206	-0.242	-0.318
toilet seat	-0.420	-0.344	-0.420
toilet water	-0.656	-0.200	-0.420
toll road	-0.400	0.000	-0.130
tomato juice	0.258	-0.388	-0.206
tomato sauce	0.082	-0.360	0.036
tomato soup	0.226	-0.454	-0.048
tone deaf	-0.552	-0.118	-0.448
tone down	-0.344	-0.292	-0.434
tone in	-0.072	-0.154	-0.068
tongue piercing	-0.234	0.484	-0.068
tons of	0.172	-0.142	-0.058
too bad	-0.656	-0.120	-0.630
too large	-0.250	0.190	0.194
too many	-0.064	0.050	0.036
too much	-0.290	0.134	0.000
too soon	-0.104	-0.122	-0.080
tool box	0.032	-0.142	0.000
tooth brush	0.100	-0.166	0.034
tooth fairy	0.234	-0.048	0.044
tootsie roll	0.036	-0.282	0.052
top class	0.642	0.156	0.556
top dog	0.242	-0.086	-0.094
top dollar	0.392	0.102	0.600
top down	-0.222	-0.046	0.000
top end	0.234	-0.072	0.066
top floor	0.000	0.052	0.000
top gear	0.296	0.242	0.214
top gun	-0.032	0.240	0.094
top hat	0.036	-0.052	0.096
top man	0.388	-0.030	0.148
top notch	0.666	0.058	0.166
top off	0.166	-0.122	0.090
top out	0.096	-0.110	0.000
top player	0.678	0.084	0.566
top priority	0.532	0.172	0.438
top quality	0.724	0.104	0.434
top scorer	0.434	0.184	0.134
top secret	0.104	0.158	0.448
top sheet	0.000	-0.180	0.034
top shelf	0.194	0.032	0.358
top speed	0.000	0.468	0.592
top spot	0.214	-0.050	0.154
top story	0.370	-0.108	0.656
top ten	0.548	0.156	0.392
top that	0.000	-0.064	0.160
top up	0.166	-0.076	-0.026
tortilla chips	0.138	-0.264	-0.068
tortilla soup	0.200	-0.230	-0.038
tory party	-0.166	-0.016	-0.108
toss in	0.034	-0.086	-0.178
toss out	-0.452	-0.062	-0.300
toss up	0.036	-0.118	-0.094
total eclipse	0.162	0.066	0.242
total stranger	-0.310	-0.034	-0.276
totally awesome	0.866	0.094	0.428
tote bag	-0.100	-0.070	-0.176
totem pole	-0.062	-0.044	-0.276
touch base	0.000	0.136	0.034
touch down	0.162	0.136	0.000
touch for	-0.036	-0.034	-0.104
touch of	0.108	-0.266	0.034
touch on	0.036	-0.202	-0.112
touch screen	0.322	-0.092	-0.034
touch up	-0.094	-0.156	-0.190
touch you	-0.104	-0.076	0.034
tough call	-0.642	0.060	-0.394
tough choice	-0.534	0.114	0.000
tough crowd	-0.562	0.174	-0.066
tough decision	-0.566	0.326	0.474
tough guy	-0.536	0.062	0.034
tough love	0.000	0.088	0.000
tough luck	-0.620	0.082	-0.200
tough out	-0.420	0.200	-0.178
tough question	-0.656	0.090	-0.086
tough situation	-0.678	0.242	0.066
tough thing	-0.500	0.000	0.238
tough time	-0.482	0.254	-0.182
tough times	-0.624	0.152	-0.114
toughen up	-0.234	0.284	-0.148
tour guide	0.200	0.110	0.206
tourist attraction	0.500	0.388	0.400
tow truck	-0.322	-0.030	0.138
town center	0.400	-0.116	0.134
town hall	-0.068	-0.130	0.180
toxic waste	-0.642	-0.146	-0.134
toy store	0.334	0.044	-0.230
toy with	0.034	-0.130	-0.134
track down	-0.178	-0.044	0.124
track meet	-0.066	-0.032	-0.100
track record	0.206	0.028	0.226
track star	0.334	0.120	0.266
track suit	0.064	-0.184	0.186
track with	0.068	-0.068	0.028
tractor trailer	0.162	0.122	-0.148
trade at	-0.328	-0.014	0.000
trade away	0.068	0.076	0.206
trade down	-0.392	0.100	-0.388
trade in	-0.134	0.190	0.300
trade off	-0.518	-0.014	-0.226
