term	valence
hamster wheel	-0.234
slippery slope	-0.234
send over	-0.234
say goodbye	-0.234
bye week	-0.234
south bend	-0.234
stumble upon	-0.234
keep away	-0.234
simple majority	-0.234
outside of	-0.234
litter box	-0.234
regime change	-0.234
fly ball	-0.234
run along	-0.234
run amok	-0.236
under construction	-0.238
so what	-0.240
close up	-0.240
inside job	-0.240
straight shooter	-0.240
fall asleep	-0.242
talk down	-0.242
fecal matter	-0.242
carrying out	-0.242
epsom salt	-0.242
wait on	-0.242
no stopping	-0.242
cut in	-0.242
limit to	-0.242
tie up	-0.242
jack up	-0.242
mea culpa	-0.242
rip through	-0.242
hand down	-0.242
double entendre	-0.242
tent city	-0.242
size up	-0.242
name dropping	-0.242
meat grinder	-0.242
grind on	-0.242
be out	-0.242
shades of	-0.242
dog food	-0.242
drinking age	-0.242
across from	-0.242
wild man	-0.242
buyer beware	-0.242
shoot off	-0.242
be away	-0.242
air horn	-0.242
write back	-0.242
read back	-0.242
freak show	-0.242
strike back	-0.242
voodoo doll	-0.242
cargo pants	-0.242
technical analysis	-0.242
tuna sandwich	-0.242
dust off	-0.242
pressure cooker	-0.242
get off	-0.242
pound sand	-0.242
not guilty	-0.242
due to	-0.242
except for	-0.242
common cold	-0.242
on side	-0.242
minimum wage	-0.242
laid bare	-0.242
sign off	-0.242
emergency department	-0.244
but for	-0.244
nail gun	-0.244
blue moon	-0.244
body type	-0.246
thought police	-0.246
wash off	-0.250
short circuit	-0.250
global warming	-0.250
bed bath	-0.250
smoke detector	-0.250
all fours	-0.250
rough in	-0.250
hot dog	-0.250
buy off	-0.250
do drugs	-0.250
bear on	-0.250
domino effect	-0.250
wash over	-0.250
chip away	-0.250
just so	-0.250
thin ice	-0.250
caps lock	-0.250
shake up	-0.250
set up	-0.250
down with	-0.250
head to	-0.250
rounding error	-0.250
on tape	-0.250
put over	-0.250
economic crisis	-0.250
burn bridges	-0.250
rat race	-0.250
too large	-0.250
black swan	-0.250
turned out	-0.250
stop on	-0.250
left wing	-0.250
say sorry	-0.250
play out	-0.250
burn up	-0.250
check into	-0.250
no frills	-0.250
third wheel	-0.250
hook in	-0.250
used car	-0.250
confederate flag	-0.250
go nuts	-0.250
watered down	-0.250
sink into	-0.250
transfer fee	-0.250
cold snap	-0.250
hard hat	-0.250
every last	-0.250
alpha male	-0.250
back burner	-0.250
pause button	-0.250
creep in	-0.250
capped off	-0.250
crack down	-0.250
eat off	-0.250
bend over	-0.250
ride down	-0.250
slave owner	-0.254
drawn out	-0.256
wary of	-0.256
exit ramp	-0.258
rack up	-0.258
revolutionary war	-0.258
rather than	-0.258
conspiracy theorist	-0.258
upside down	-0.258
paper thin	-0.258
sit out	-0.258
in trouble	-0.258
mass grave	-0.258
work load	-0.258
short while	-0.258
side step	-0.258
now what	-0.258
if that	-0.258
hard left	-0.258
deep fryer	-0.258
party politics	-0.258
what's that	-0.258
catch fire	-0.258
shooting guard	-0.258
sense out	-0.258
pubic hair	-0.258
deep down	-0.258
clinical trial	-0.258
love-hate relationship	-0.258
mass extinction	-0.258
background noise	-0.258
pipe in	-0.258
run over	-0.258
dig deep	-0.258
poke fun	-0.258
arm up	-0.258
no dice	-0.258
pawn shop	-0.258
over with	-0.258
look off	-0.258
drown out	-0.258
tie in	-0.258
excuse me	-0.258
down payment	-0.258
cop on	-0.258
the downside	-0.258
sound off	-0.258
jump down	-0.258
old soul	-0.258
dub in	-0.258
scavenger hunt	-0.258
left standing	-0.258
pap smear	-0.258
beat in	-0.258
hiding place	-0.260
dark matter	-0.260
part of	-0.260
in box	-0.260
tuned in	-0.260
double dutch	-0.260
at times	-0.260
hear out	-0.260
dry powder	-0.260
point break	-0.260
parking garage	-0.260
plastic surgery	-0.260
old guard	-0.260
firing range	-0.260
dark hair	-0.260
red ink	-0.260
pack on	-0.260
no trump	-0.260
sock in	-0.260
reek of	-0.260
brief time	-0.262
cover in	-0.262
lean towards	-0.262
poor countries	-0.264
loose on	-0.264
fence in	-0.264
prey on	-0.266
pot on	-0.266
pass off	-0.266
ice age	-0.266
rein in	-0.266
morse code	-0.266
name calling	-0.266
muscle in	-0.266
pull over	-0.266
white power	-0.266
publicity stunt	-0.266
knock on	-0.266
adjacent to	-0.266
handing over	-0.266
not long	-0.266
hop off	-0.266
part with	-0.266
need help	-0.266
ride out	-0.266
fade in	-0.266
trash collector	-0.266
phase me	-0.266
run against	-0.266
hair cut	-0.266
screw over	-0.266
not yet	-0.266
car traffic	-0.266
watch list	-0.266
hot air	-0.266
attention span	-0.266
using up	-0.266
hit for	-0.266
family emergency	-0.266
under duress	-0.266
in silence	-0.266
break into	-0.266
not exactly	-0.266
black pudding	-0.266
as though	-0.266
reasonable doubt	-0.266
nerd out	-0.266
deep inside	-0.266
such that	-0.266
clock in	-0.266
knock knock	-0.266
name change	-0.266
emergency brake	-0.266
secret society	-0.266
stomach flu	-0.266
crash course	-0.266
fall back	-0.266
black knight	-0.266
election campaign	-0.266
leave on	-0.266
wolf pack	-0.268
check for	-0.268
business expense	-0.270
press charges	-0.270
pine tar	-0.270
stop light	-0.270
a no-brainer	-0.270
pick at	-0.270
hop on	-0.270
feel out	-0.270
short one	-0.270
glass bottle	-0.272
vhs tape	-0.274
load of	-0.276
raising hell	-0.276
inferiority complex	-0.276
pass out	-0.276
hold tight	-0.276
until now	-0.276
put pressure	-0.276
hang in	-0.276
go overboard	-0.276
set down	-0.276
hide away	-0.276
frat boy	-0.276
jump off	-0.276
in labor	-0.276
flat rate	-0.276
sub par	-0.276
second opinion	-0.276
in lieu	-0.276
half life	-0.276
speech impediment	-0.276
time lapse	-0.276
latch on	-0.276
mad money	-0.276
break even	-0.276
strings attached	-0.276
wild things	-0.276
language barrier	-0.276
root out	-0.276
creep up	-0.276
hold in	-0.276
roll off	-0.276
cross section	-0.276
work off	-0.276
penalty shootout	-0.276
tread lightly	-0.276
gas pump	-0.276
feel compelled	-0.276
common stock	-0.276
double life	-0.276
waste management	-0.276
pit bull	-0.276
so so	-0.276
anywhere else	-0.276
hot rod	-0.276
bear with	-0.276
under oath	-0.276
per cent	-0.276
at that	-0.276
tap in	-0.276
the burbs	-0.276
hospital room	-0.276
body count	-0.276
rent control	-0.276
carbon dioxide	-0.276
you're kidding	-0.280
laying on	-0.280
end result	-0.282
lip service	-0.282
arrested development	-0.282
moot point	-0.282
vote out	-0.282
shock value	-0.282
march madness	-0.282
bated breath	-0.282
jock strap	-0.282
revert to	-0.282
fleshed out	-0.282
move back	-0.282
pin on	-0.282
flash back	-0.282
third world	-0.282
viral load	-0.284
garbage collection	-0.286
boot camp	-0.286
bare bones	-0.286
shy away	-0.286
all but	-0.286
silent treatment	-0.286
stuck on	-0.286
don't forget	-0.286
hair dye	-0.286
slow day	-0.286
after hours	-0.286
nose job	-0.286
not nearly	-0.286
run away	-0.286
pin down	-0.286
cap off	-0.286
make off	-0.286
high blood	-0.286
hazard pay	-0.286
second string	-0.286
do for	-0.286
quiet down	-0.286
work nights	-0.286
dwell on	-0.286
band aid	-0.286
past tense	-0.286
rubbing alcohol	-0.286
boob job	-0.286
lone wolf	-0.286
end game	-0.286
blood test	-0.286
bail out	-0.286
don quixote	-0.286
stone cold	-0.286
heavy lifting	-0.286
double tap	-0.286
hand out	-0.286
stick shift	-0.288
blood red	-0.288
push away	-0.288
fade away	-0.290
long since	-0.290
non sequitur	-0.290
years old	-0.290
old person	-0.290
cage match	-0.290
character assassination	-0.290
war room	-0.290
do over	-0.290
way out	-0.290
hocus pocus	-0.290
stay behind	-0.290
say no	-0.290
tack on	-0.290
far out	-0.290
do me	-0.290
dig in	-0.290
heart wrenching	-0.290
too much	-0.290
detective work	-0.290
lie in	-0.290
power off	-0.290
prank call	-0.290
buy out	-0.290
tunnel vision	-0.290
rising prices	-0.290
hardly a	-0.290
concrete jungle	-0.290
luck out	-0.290
penny stock	-0.290
one percent	-0.290
nasal spray	-0.292
beer bottle	-0.296
tax base	-0.296
dirt cheap	-0.296
old boy	-0.296
con artist	-0.296
nose dive	-0.296
what for	-0.296
sit for	-0.296
military action	-0.296
duct tape	-0.296
break for	-0.296
oncoming traffic	-0.296
bear market	-0.296
mental health	-0.296
off white	-0.296
stomp on	-0.296
taken aback	-0.296
coal mine	-0.296
cat litter	-0.296
spin out	-0.300
cherry bomb	-0.300
leave in	-0.300
civil disobedience	-0.300
hand wringing	-0.300
black bear	-0.300
federal government	-0.300
stop sign	-0.300
beer can	-0.300
away from	-0.300
draft in	-0.300
off base	-0.300
world economy	-0.300
put out	-0.300
luxury tax	-0.300
thrown in	-0.300
cold call	-0.300
sensitive skin	-0.300
potty mouth	-0.300
aluminum foil	-0.300
unemployment insurance	-0.300
smoke screen	-0.300
apart from	-0.300
set aside	-0.300
fog up	-0.300
slo mo	-0.300
want out	-0.300
go red	-0.300
chemical peel	-0.300
tell of	-0.300
gay bar	-0.300
back down	-0.300
put in	-0.300
mix up	-0.300
one side	-0.300
no slouch	-0.300
me neither	-0.300
fork over	-0.300
hanging out	-0.300
frat house	-0.300
end product	-0.300
hard by	-0.300
medical bill	-0.300
pinch hit	-0.300
service fee	-0.300
leaf blower	-0.300
mental state	-0.300
double whammy	-0.300
little off	-0.300
incubation period	-0.300
down town	-0.300
in jeopardy	-0.300
cold turkey	-0.300
weed out	-0.300
faze me	-0.300
political hack	-0.300
sleeping pills	-0.300
question mark	-0.300
kick butt	-0.300
start off	-0.300
bag up	-0.300
the latter	-0.300
opposite sex	-0.300
hot hand	-0.300
change about	-0.300
life sentence	-0.300
cut short	-0.300
living dead	-0.302
past decade	-0.302
go mad	-0.304
mulled wine	-0.306
blow out	-0.308
flush it	-0.308
fought with	-0.308
spread out	-0.308
of little	-0.308
sit through	-0.310
rub off	-0.310
bend down	-0.310
a mere	-0.310
stop in	-0.310
yada yada	-0.310
about face	-0.310
impulse buy	-0.310
wishy washy	-0.310
mute button	-0.310
year old	-0.310
shrivel up	-0.310
nuclear power	-0.310
grapple with	-0.310
hard liquor	-0.310
wait in	-0.310
crude oil	-0.310
power struggle	-0.310
a sec	-0.310
of late	-0.310
old testament	-0.310
on edge	-0.310
on bail	-0.310
banana peel	-0.310
lunatic fringe	-0.310
buckle down	-0.310
one quarter	-0.310
beat off	-0.310
look out	-0.310
lock up	-0.310
drive at	-0.310
total stranger	-0.310
high heat	-0.310
criminal law	-0.310
blind date	-0.310
talk over	-0.310
strike on	-0.310
air duct	-0.310
get out	-0.312
shake off	-0.312
double jeopardy	-0.312
is to	-0.312
wait until	-0.312
ramble on	-0.312
weeping willow	-0.312
anything but	-0.312
attention whore	-0.312
gang bang	-0.312
tax bracket	-0.312
pan out	-0.312
tire of	-0.312
carried away	-0.314
out of	-0.314
meth lab	-0.316
critical care	-0.318
each other	-0.318
white supremacist	-0.318
lean toward	-0.320
mass transit	-0.320
oil company	-0.320
sticking out	-0.320
end user	-0.322
tow truck	-0.322
sweat it	-0.322
last ditch	-0.322
strip away	-0.322
cling to	-0.322
nose out	-0.322
pipe down	-0.322
slow progress	-0.322
speeding ticket	-0.322
pull out	-0.322
regardless of	-0.322
stunt double	-0.322
couch potato	-0.322
opposed to	-0.322
cop to	-0.322
snowed in	-0.322
expiration date	-0.322
sonic boom	-0.322
internal combustion	-0.322
throw up	-0.322
dim sum	-0.322
beta male	-0.322
ghost writer	-0.322
hurricane season	-0.322
go ape	-0.322
last quarter	-0.322
rule over	-0.322
hang on	-0.322
beta test	-0.322
go against	-0.322
went wild	-0.322
not bad	-0.322
under warranty	-0.322
opt out	-0.322
same difference	-0.322
flip over	-0.322
crunch time	-0.322
firing squad	-0.322
in case	-0.322
flip off	-0.322
barn burner	-0.322
flush with	-0.322
estate tax	-0.322
hard line	-0.322
soviet union	-0.322
blast off	-0.322
hang around	-0.322
resigned to	-0.322
blood sugar	-0.322
wound up	-0.322
fall under	-0.322
double back	-0.322
switch off	-0.322
black power	-0.322
penalty shot	-0.322
pump out	-0.322
devoid of	-0.322
butt in	-0.322
property tax	-0.322
some old	-0.322
some chick	-0.322
command line	-0.326
measuring tape	-0.326
turn back	-0.328
no more	-0.328
rest stop	-0.328
trade at	-0.328
straw man	-0.334
thunder storm	-0.334
short with	-0.334
at stake	-0.334
writer's block	-0.334
cheese grater	-0.334
non refundable	-0.334
self deprecating	-0.334
fall guy	-0.334
class struggle	-0.334
late night	-0.334
not above	-0.334
back alley	-0.334
broad brush	-0.334
rock hard	-0.334
press corps	-0.334
legally binding	-0.334
rain out	-0.334
no-fly list	-0.334
return to	-0.334
curve ball	-0.334
left over	-0.334
sound out	-0.334
be sacked	-0.334
lecture on	-0.334
shook up	-0.334
have issues	-0.334
without fail	-0.334
emotional person	-0.334
try me	-0.334
black people	-0.334
short term	-0.334
dictate to	-0.334
bring down	-0.334
machine gun	-0.334
give up	-0.334
judge of	-0.334
black man	-0.334
sticky fingers	-0.334
hunger strike	-0.334
sick pay	-0.334
risk management	-0.334
trickle down	-0.334
corporate tax	-0.334
sore thumb	-0.334
gas mask	-0.334
fall flat	-0.334
or so	-0.334
goddamn it	-0.334
back pain	-0.334
end in	-0.334
hung up	-0.334
lightning bolt	-0.334
fire hydrant	-0.334
no kidding	-0.334
collecting dust	-0.334
loading dock	-0.334
live out	-0.334
bug spray	-0.334
drift off	-0.334
naked eye	-0.334
hook on	-0.334
hand off	-0.334
zero in	-0.340
darn it	-0.340
be sick	-0.340
drunk driver	-0.342
tax policy	-0.342
knock down	-0.344
double blind	-0.344
hot potato	-0.344
damage control	-0.344
lie with	-0.344
tsk tsk	-0.344
riot gear	-0.344
revolving door	-0.344
late show	-0.344
big fat	-0.344
inferior to	-0.344
slow motion	-0.344
snap out	-0.344
breeding ground	-0.344
do away	-0.344
same old	-0.344
mental image	-0.344
going under	-0.344
call off	-0.344
lay back	-0.344
beer belly	-0.344
chip off	-0.344
old woman	-0.344
no hitter	-0.344
strip club	-0.344
turn into	-0.344
get over	-0.344
tone down	-0.344
no end	-0.344
what not	-0.344
chase down	-0.344
black cat	-0.344
road rage	-0.344
pocket knife	-0.344
close call	-0.344
manual labor	-0.344
energy crisis	-0.344
off chance	-0.344
cold front	-0.344
zero sum	-0.344
judicial review	-0.344
original sin	-0.344
slow start	-0.344
count out	-0.344
in heat	-0.344
latch onto	-0.344
kick back	-0.344
no question	-0.344
class warfare	-0.344
gut reaction	-0.344
black out	-0.344
simmer down	-0.344
down time	-0.344
dry up	-0.344
last out	-0.344
old age	-0.344
force on	-0.344
ground zero	-0.344
pretend to	-0.346
in limbo	-0.346
blind man	-0.346
had enough	-0.346
round on	-0.346
brain drain	-0.346
black panther	-0.346
burst in	-0.346
clog up	-0.352
thin air	-0.354
crazy for	-0.354
root cause	-0.354
step over	-0.354
grind out	-0.354
short period	-0.354
single out	-0.354
at random	-0.354
turn down	-0.354
eye surgery	-0.354
just miss	-0.354
electric bill	-0.354
solitary confinement	-0.354
petri dish	-0.354
sharia law	-0.354
last half	-0.354
pants down	-0.354
stone age	-0.354
butt on	-0.354
short run	-0.354
off year	-0.354
salt water	-0.354
hold out	-0.354
break from	-0.354
post partum	-0.354
kitty litter	-0.354
go down	-0.354
bounce off	-0.354
no offense	-0.354
default on	-0.354
ice storm	-0.354
sign out	-0.354
hot weather	-0.356
walk down	-0.358
eye patch	-0.358
tread on	-0.358
how so	-0.358
flood in	-0.358
open fire	-0.358
hit out	-0.358
choo choo	-0.358
highway robbery	-0.358
health hazard	-0.358
sexual orientation	-0.358
blood transfusion	-0.358
blue devils	-0.358
finish off	-0.358
leave office	-0.358
one shot	-0.358
let off	-0.358
back door	-0.358
heavy heart	-0.358
fat guy	-0.358
butt naked	-0.358
face down	-0.358
last legs	-0.360
tax system	-0.360
forget it	-0.360
desperate for	-0.360
crime rate	-0.362
bummed out	-0.364
rush through	-0.366
cold winter	-0.366
in laws	-0.366
emotional state	-0.366
cold war	-0.366
limited to	-0.366
stand down	-0.366
old time	-0.366
drug testing	-0.366
bathroom stall	-0.366
runny nose	-0.366
crime syndicate	-0.366
stumble into	-0.366
court room	-0.366
far fetched	-0.366
gaping hole	-0.366
court case	-0.366
sit still	-0.366
fire up	-0.366
no such	-0.366
out there	-0.366
quit on	-0.366
stop over	-0.366
the bomb	-0.366
hoe in	-0.366
hang over	-0.366
hack it	-0.366
cut out	-0.366
just any	-0.366
drop back	-0.366
lock on	-0.366
hard part	-0.366
get wet	-0.366
fall into	-0.366
circuit breaker	-0.366
no rush	-0.366
the end	-0.366
tin foil	-0.366
hot box	-0.366
leave room	-0.366
screw up	-0.366
head down	-0.366
have trouble	-0.366
fat cat	-0.366
one sided	-0.366
crack on	-0.366
freeze over	-0.366
anger management	-0.370
in back	-0.370
off road	-0.370
back away	-0.370
pile on	-0.370
judgment day	-0.370
fireside chat	-0.370
chili sauce	-0.370
off air	-0.370
full stop	-0.370
low stakes	-0.370
wind up	-0.370
red dog	-0.370
long hours	-0.370
breaking point	-0.370
choked up	-0.370
rhetorical question	-0.370
bad time	-0.370
melt down	-0.372
take offense	-0.372
strip of	-0.372
jim crow	-0.372
do without	-0.376
jump out	-0.376
obsess over	-0.376
utility bill	-0.376
get bent	-0.376
rush at	-0.376
civil suit	-0.376
let alone	-0.376
bear arms	-0.376
wait around	-0.376
sore throat	-0.376
everybody out	-0.376
go away	-0.376
short on	-0.376
slap shot	-0.376
log off	-0.376
armed robbery	-0.378
thin line	-0.378
stay hungry	-0.380
freeze up	-0.380
beat it	-0.380
go off	-0.380
pissing contest	-0.380
lymph node	-0.380
other woman	-0.380
jacked up	-0.380
see red	-0.380
narrow down	-0.380
double dipping	-0.380
bottom feeder	-0.380
do out	-0.380
inflation rate	-0.380
dumb luck	-0.380
yellow fever	-0.380
low pressure	-0.380
double trouble	-0.380
graveyard shift	-0.380
on steroids	-0.380
fake news	-0.380
bermuda triangle	-0.380
hardly ever	-0.380
inside out	-0.380
dark night	-0.380
red flag	-0.380
short sighted	-0.380
go hang	-0.380
trump out	-0.380
stuck with	-0.380
midlife crisis	-0.380
ad nauseam	-0.380
caste system	-0.380
deep space	-0.380
fly off	-0.380
dry cleaning	-0.380
heart surgery	-0.380
the underground	-0.380
stand corrected	-0.380
rag doll	-0.380
as is	-0.380
how come	-0.384
truck stop	-0.384
brush up	-0.384
laughing stock	-0.384
as for	-0.386
lie detector	-0.388
slight trust	-0.388
strike zone	-0.388
kick off	-0.388
hush hush	-0.388
smoke up	-0.388
short of	-0.388
cautionary tale	-0.388
stand against	-0.388
gas pedal	-0.388
second guess	-0.388
shoot back	-0.388
change back	-0.388
blow away	-0.388
trick question	-0.388
keep quiet	-0.388
hit at	-0.388
time limit	-0.388
old growth	-0.388
cheap shot	-0.388
holy crap	-0.388
break away	-0.388
out cold	-0.388
out loud	-0.388
pay out	-0.388
rear end	-0.388
throw out	-0.388
sneak out	-0.388
iron out	-0.388
slip out	-0.388
political system	-0.388
in vain	-0.388
ride me	-0.388
snake oil	-0.388
fall through	-0.388
judicial system	-0.388
nazi party	-0.388
whip out	-0.392
white hair	-0.392
jet lag	-0.392
get nowhere	-0.392
insider trading	-0.392
stuff it	-0.392
cut to	-0.392
hide out	-0.392
mental institution	-0.392
black ice	-0.392
drop box	-0.392
pass away	-0.392
from scratch	-0.392
burst into	-0.392
contrary to	-0.392
far left	-0.392
zero point	-0.392
mask out	-0.392
knocked up	-0.392
plug into	-0.392
high temperature	-0.392
trade down	-0.392
wee hours	-0.392
pull back	-0.392
cold sweat	-0.394
tear apart	-0.396
toll road	-0.400
that's it	-0.400
off guard	-0.400
porn star	-0.400
walk back	-0.400
chip in	-0.400
last post	-0.400
late father	-0.400
public toilet	-0.400
ghost story	-0.400
burn through	-0.400
spew out	-0.400
stick up	-0.400
set back	-0.400
drift away	-0.400
end with	-0.400
filter out	-0.400
argue over	-0.400
look bad	-0.400
federal tax	-0.400
jack frost	-0.400
book out	-0.400
rush in	-0.400
rid of	-0.400
screw with	-0.400
fool with	-0.400
achilles heel	-0.400
blurt out	-0.400
cabin fever	-0.400
no one	-0.400
bump into	-0.400
go without	-0.400
waiting area	-0.400
deficit spending	-0.400
no cover	-0.400
no parking	-0.400
slip away	-0.400
pit stop	-0.400
rag on	-0.400
all wet	-0.400
have against	-0.400
dog it	-0.400
small stuff	-0.400
tax evasion	-0.400
out to	-0.400
power outage	-0.400
went under	-0.400
sales rep	-0.400
fossil fuel	-0.400
nothing but	-0.404
at issue	-0.406
party pooper	-0.406
bounty hunter	-0.406
soaking wet	-0.406
stripper pole	-0.406
poor thing	-0.406
common misconception	-0.406
fat person	-0.406
thumbs down	-0.406
get caught	-0.406
repeat offender	-0.406
lightning strike	-0.406
on guard	-0.406
or else	-0.406
gun for	-0.406
conspiracy theory	-0.408
lay low	-0.408
bow out	-0.408
shooting range	-0.408
hang up	-0.408
pull away	-0.408
yell at	-0.408
pet peeve	-0.408
home invasion	-0.408
no thanks	-0.408
beaten up	-0.408
big mouth	-0.408
further down	-0.408
here lies	-0.408
eat crow	-0.408
strike out	-0.408
smoke out	-0.412
spin off	-0.414
oral sex	-0.414
get down	-0.414
wear off	-0.414
panic buying	-0.414
lay out	-0.414
red card	-0.414
uncalled for	-0.414
sell out	-0.414
says who	-0.414
sneaking suspicion	-0.414
at risk	-0.414
boo hoo	-0.414
backed up	-0.414
stare down	-0.414
bang up	-0.414
snow storm	-0.414
take cover	-0.414
bill as	-0.414
brush off	-0.414
loose change	-0.414
back of	-0.414
raise hell	-0.414
dead on	-0.414
leave behind	-0.414
firing off	-0.414
no better	-0.414
bother with	-0.414
grind up	-0.414
risk factor	-0.414
poverty level	-0.414
freight train	-0.414
hold over	-0.414
the runaround	-0.414
get screwed	-0.416
mumbo jumbo	-0.418
back onto	-0.418
back order	-0.420
deal breaker	-0.420
hard stop	-0.420
kicking around	-0.420
sloppy seconds	-0.420
sick time	-0.420
crank out	-0.420
hit list	-0.420
penalty kick	-0.420
spit up	-0.420
u turn	-0.420
oh noes	-0.420
accused of	-0.420
tough out	-0.420
mess up	-0.420
garbage man	-0.420
toilet seat	-0.420
dead asleep	-0.420
walk away	-0.420
mind out	-0.420
go past	-0.420
drive down	-0.420
wait list	-0.420
rush out	-0.420
smack down	-0.420
sucker punch	-0.420
issue from	-0.420
goon squad	-0.424
junk mail	-0.424
fat cats	-0.424
detract from	-0.424
crank up	-0.424
binge eating	-0.426
broken in	-0.428
bang out	-0.428
make noise	-0.428
jeepers creepers	-0.428
pepper spray	-0.428
spit out	-0.428
get confused	-0.428
get older	-0.428
no business	-0.428
killer instinct	-0.428
stay back	-0.428
mass destruction	-0.428
mean spirited	-0.428
snake eyes	-0.428
beat on	-0.428
put away	-0.428
slow down	-0.428
at bay	-0.428
hand over	-0.428
oh my	-0.428
chili powder	-0.428
district court	-0.428
cave in	-0.428
cut away	-0.432
air raid	-0.432
the pill	-0.432
end up	-0.434
dig out	-0.434
black ops	-0.434
cutting out	-0.434
chewing gum	-0.434
stretched out	-0.434
on probation	-0.434
sick leave	-0.434
hidden agenda	-0.434
hippocratic oath	-0.434
fat lady	-0.434
ash tray	-0.434
kick in	-0.434
not even	-0.434
uphill battle	-0.434
child labour	-0.434
down under	-0.434
red herring	-0.434
nut job	-0.434
air traffic	-0.434
trip out	-0.434
stockholm syndrome	-0.434
last word	-0.434
burn in	-0.434
stir crazy	-0.434
junk drawer	-0.434
freak out	-0.434
for nothing	-0.434
all downhill	-0.434
chump change	-0.434
drop pass	-0.434
dip out	-0.434
cut back	-0.434
second person	-0.434
push back	-0.434
dum dum	-0.434
digging up	-0.436
just kidding	-0.436
pea soup	-0.436
class action	-0.438
step off	-0.438
clean out	-0.438
black magic	-0.438
draw out	-0.438
send out	-0.438
pick apart	-0.438
fire drill	-0.438
shake out	-0.438
what the	-0.438
way off	-0.438
end point	-0.440
boiler room	-0.440
squeeze out	-0.440
go nowhere	-0.440
exchange rate	-0.442
second floor	-0.442
let out	-0.444
head off	-0.444
tail end	-0.444
old timer	-0.444
brute force	-0.444
capital punishment	-0.444
kneel down	-0.444
razor blade	-0.444
pay cut	-0.444
no fair	-0.444
stay off	-0.444
debt ceiling	-0.444
feel sorry	-0.444
mob rule	-0.444
poke at	-0.444
off season	-0.444
shave off	-0.444
ward off	-0.444
holed up	-0.444
on end	-0.448
absolutely not	-0.448
choke hold	-0.448
nut case	-0.448
cursed with	-0.448
cut off	-0.448
up against	-0.448
god awful	-0.448
poor children	-0.448
write off	-0.448
trash bin	-0.448
drag out	-0.448
run off	-0.448
black flag	-0.448
cop it	-0.448
check out	-0.448
go under	-0.448
below zero	-0.448
coral snake	-0.448
crisis management	-0.448
cerebral palsy	-0.448
churn out	-0.448
not withstanding	-0.448
sexual preference	-0.448
time out	-0.450
stop at	-0.452
go downhill	-0.452
go back	-0.452
dried up	-0.452
play dirty	-0.452
leave alone	-0.452
drop out	-0.452
bathroom break	-0.452
hit back	-0.452
fake it	-0.452
toss out	-0.452
cost you	-0.452
dumb down	-0.452
floppy disk	-0.452
hack into	-0.452
be off	-0.452
set off	-0.452
smoke shop	-0.452
blood clotting	-0.452
by mistake	-0.452
black market	-0.452
short time	-0.452
hard time	-0.452
bit off	-0.452
per se	-0.452
off with	-0.452
click bait	-0.452
sleep through	-0.456
cut one	-0.456
under age	-0.458
second hand	-0.460
dibs on	-0.460
gloss over	-0.462
case law	-0.462
brass knuckles	-0.462
strictly speaking	-0.462
blind eye	-0.462
bubonic plague	-0.462
russian roulette	-0.462
code red	-0.462
tidal wave	-0.463
humpty dumpty	-0.464
hit with	-0.464
round out	-0.464
litmus test	-0.464
copy cat	-0.464
rabbit hole	-0.464
bitter end	-0.464
swallow that	-0.464
sex worker	-0.464
go south	-0.464
lactose intolerance	-0.464
low blow	-0.464
slip up	-0.464
heavy handed	-0.464
left overs	-0.464
edit out	-0.466
mug shot	-0.466
skid row	-0.466
short order	-0.466
scare tactics	-0.466
wrecking ball	-0.466
push out	-0.466
debate over	-0.466
shut in	-0.466
send back	-0.466
lie on	-0.466
stink eye	-0.466
stoppage time	-0.466
crap up	-0.466
police state	-0.466
raw deal	-0.466
could hardly	-0.466
gray hair	-0.466
cuss out	-0.466
at bottom	-0.466
tax bill	-0.466
old fashioned	-0.466
edge off	-0.466
grim reaper	-0.466
fool you	-0.466
hard sell	-0.466
crystal meth	-0.466
use up	-0.466
fold up	-0.466
human trafficking	-0.466
low tide	-0.466
run rampant	-0.466
thrift shop	-0.466
heated up	-0.466
stray cat	-0.468
drive off	-0.468
punch down	-0.468
red tape	-0.468
sleep paralysis	-0.468
raw meat	-0.468
mad hatter	-0.468
throw into	-0.468
break loose	-0.468
april fool	-0.468
copyright infringement	-0.468
going away	-0.470
smell test	-0.472
second class	-0.474
sick people	-0.474
cut into	-0.476
operating costs	-0.478
struggle on	-0.480
slap on	-0.482
wash out	-0.482
force in	-0.482
curl up	-0.482
scream for	-0.482
have issue	-0.482
freezing temperatures	-0.482
waiting list	-0.482
crawl in	-0.482
break in	-0.482
cold blood	-0.482
last supper	-0.482
skip over	-0.482
homeless shelter	-0.482
smoke alarm	-0.482
mass hysteria	-0.482
leave home	-0.482
run dry	-0.482
lazy eye	-0.482
false alarm	-0.482
power broker	-0.482
turn against	-0.482
borrowed time	-0.482
douche bag	-0.482
excuse for	-0.482
no contest	-0.482
get revenge	-0.482
foul ball	-0.482
not especially	-0.482
cold hearted	-0.482
beat out	-0.482
septic tank	-0.482
lose track	-0.482
morning sickness	-0.482
take out	-0.482
close down	-0.482
evil twin	-0.482
bottomless pit	-0.482
fire back	-0.482
panic selling	-0.482
tough time	-0.482
loud mouth	-0.482
hold back	-0.484
middle finger	-0.484
spy on	-0.484
no place	-0.484
faux pas	-0.484
stress test	-0.484
swine flu	-0.484
hit it	-0.484
forbidden fruit	-0.484
hot stove	-0.484
