term	dominance
blue collar	-0.172
fellow man	-0.172
dirty work	-0.172
clog up	-0.172
dim sum	-0.172
under pressure	-0.172
hard boiled	-0.172
round on	-0.172
body hair	-0.172
clean from	-0.172
curtains for	-0.172
dare say	-0.172
second floor	-0.172
meow meow	-0.172
blue box	-0.172
packed up	-0.172
what with	-0.172
hit off	-0.172
just as	-0.172
bat in	-0.172
admit to	-0.172
melting pot	-0.172
nail polish	-0.172
free fall	-0.172
ex husband	-0.172
cage in	-0.172
on it	-0.172
hot summer	-0.172
look off	-0.172
survival horror	-0.172
have to	-0.172
smell test	-0.172
work clothes	-0.172
noodle soup	-0.172
test out	-0.172
by herself	-0.172
half brother	-0.172
intend to	-0.172
pie hole	-0.172
spell out	-0.172
post partum	-0.172
tear down	-0.172
on deck	-0.172
given to	-0.172
come over	-0.172
make up	-0.172
the downside	-0.172
descend into	-0.172
pot roast	-0.172
dub in	-0.172
light bulb	-0.172
buy that	-0.172
bass guitar	-0.173
later on	-0.174
baby food	-0.174
can opener	-0.175
bottoms up	-0.176
no surprise	-0.176
party pooper	-0.176
wild pitch	-0.176
tote bag	-0.176
old testament	-0.176
douche bag	-0.176
musical chairs	-0.178
age gap	-0.178
diminishing returns	-0.178
spy on	-0.178
move off	-0.178
lay down	-0.178
shell out	-0.178
bound for	-0.178
smoke up	-0.178
blame game	-0.178
sell off	-0.178
toss in	-0.178
says who	-0.178
near to	-0.178
ice rink	-0.178
shut in	-0.178
slow motion	-0.178
caught up	-0.178
pet name	-0.178
hang out	-0.178
be inclined	-0.178
could hardly	-0.178
hissy fit	-0.178
peanut gallery	-0.178
frozen yogurt	-0.178
be about	-0.178
no worries	-0.178
sweet corn	-0.178
at noon	-0.178
pin down	-0.178
similar to	-0.178
read back	-0.178
ankle bracelet	-0.178
break for	-0.178
tough out	-0.178
boxed in	-0.178
for one	-0.178
the john	-0.178
tidy up	-0.178
black man	-0.178
whooping cough	-0.178
post game	-0.178
free space	-0.178
hair salon	-0.178
mass murderer	-0.178
gas pump	-0.178
set time	-0.178
for short	-0.178
talk to	-0.178
under wraps	-0.178
crime rate	-0.178
fawn over	-0.178
warm milk	-0.178
raw sewage	-0.178
do a	-0.178
fabric softener	-0.178
waiting room	-0.178
pick out	-0.178
fly off	-0.178
last straw	-0.178
lyme disease	-0.178
buzz off	-0.178
pull back	-0.178
a shame	-0.180
lemon juice	-0.180
travel back	-0.180
off chance	-0.180
bubble gum	-0.182
nose ring	-0.182
tough time	-0.182
left hand	-0.182
trash talk	-0.184
food stamp	-0.184
stop on	-0.184
ancient egypt	-0.184
time slot	-0.184
explain away	-0.186
walk down	-0.186
appeal to	-0.186
digging up	-0.186
persist in	-0.186
even so	-0.186
memory card	-0.186
at random	-0.186
mama mia	-0.186
cheat on	-0.186
nose dive	-0.186
third person	-0.186
chili sauce	-0.186
video clip	-0.186
in need	-0.186
from hell	-0.186
risky business	-0.186
yell at	-0.186
and crap	-0.186
dump truck	-0.186
nighty night	-0.186
land line	-0.186
raise hell	-0.186
ranch dressing	-0.186
jelly beans	-0.186
hard by	-0.186
word salad	-0.186
after all	-0.186
blood clotting	-0.186
old girl	-0.186
cater to	-0.186
little man	-0.186
no kidding	-0.186
french horn	-0.186
way cool	-0.188
a pair	-0.188
hold down	-0.188
let down	-0.188
with it	-0.188
bath salts	-0.188
land with	-0.188
through traffic	-0.188
sit down	-0.188
draw attention	-0.188
off of	-0.188
double trouble	-0.188
part time	-0.188
trail mix	-0.188
sesame oil	-0.188
farm boy	-0.188
onion soup	-0.188
living hell	-0.188
red bean	-0.188
next best	-0.188
cross paths	-0.188
back door	-0.188
personal injury	-0.188
find out	-0.188
escape from	-0.188
save that	-0.190
drug dealing	-0.190
costume party	-0.190
touch up	-0.190
lights out	-0.192
kitchen sink	-0.192
dark comedy	-0.192
criminal record	-0.192
filter out	-0.192
standing room	-0.192
dog poop	-0.192
on steroids	-0.192
lego set	-0.192
rag on	-0.192
dental floss	-0.192
pander to	-0.192
center ice	-0.192
clip on	-0.192
no nonsense	-0.192
powdered sugar	-0.192
dry skin	-0.192
as is	-0.192
ride down	-0.192
depend upon	-0.194
short with	-0.194
gamble on	-0.194
stay put	-0.194
rough in	-0.194
in sync	-0.194
double blind	-0.194
buy off	-0.194
thrown in	-0.194
funeral home	-0.194
sell out	-0.194
quantities of	-0.194
burn through	-0.194
ouija board	-0.194
past year	-0.194
last supper	-0.194
soft drink	-0.194
do damage	-0.194
beauty sleep	-0.194
step to	-0.194
blue eyes	-0.194
long johns	-0.194
pied piper	-0.194
pitch black	-0.194
so that	-0.194
all y'all	-0.194
backed up	-0.194
run off	-0.194
strip club	-0.194
mouse pad	-0.194
say no	-0.194
organized crime	-0.194
bottle up	-0.194
die hard	-0.194
cut hair	-0.194
street corner	-0.194
under warranty	-0.194
turn to	-0.194
second thought	-0.194
age limit	-0.194
point out	-0.194
do what	-0.194
eating you	-0.194
sore throat	-0.194
soap box	-0.194
fresh out	-0.194
tip in	-0.194
shea butter	-0.194
pipe in	-0.194
keep out	-0.194
run over	-0.194
middle name	-0.194
dwell on	-0.194
back onto	-0.194
stuck up	-0.194
rubbing alcohol	-0.194
drop pass	-0.194
back end	-0.194
nerd out	-0.194
steam room	-0.194
wait list	-0.194
draft board	-0.194
sippy cup	-0.194
burn off	-0.194
chili powder	-0.194
fall back	-0.194
serve as	-0.194
black hair	-0.194
run along	-0.194
cutting corners	-0.194
coconut oil	-0.194
at gunpoint	-0.194
cough up	-0.196
mailing address	-0.196
spray tan	-0.200
drop in	-0.200
sinking feeling	-0.200
pop out	-0.200
second wind	-0.200
easter egg	-0.200
snap at	-0.200
key lime	-0.200
sing along	-0.200
cut in	-0.200
short order	-0.200
launch pad	-0.200
as to	-0.200
middle aged	-0.200
inside of	-0.200
get nowhere	-0.200
orange soda	-0.200
sound out	-0.200
ancient greek	-0.200
give way	-0.200
swiss cheese	-0.200
sex drive	-0.200
put on	-0.200
log out	-0.200
mulled wine	-0.200
criminal negligence	-0.200
end with	-0.200
late spring	-0.200
stripper pole	-0.200
endangered species	-0.200
short term	-0.200
fly out	-0.200
booty call	-0.200
steak house	-0.200
write back	-0.200
have sex	-0.200
defer to	-0.200
peace out	-0.200
corn flakes	-0.200
black cat	-0.200
tee hee	-0.200
single parent	-0.200
leg room	-0.200
lawn chair	-0.200
elder care	-0.200
squeeze in	-0.200
crunch time	-0.200
tippy toes	-0.200
even as	-0.200
come clean	-0.200
red delicious	-0.200
price gouging	-0.200
hate mail	-0.200
sober up	-0.200
freak out	-0.200
reside in	-0.200
walk up	-0.200
blend in	-0.200
dark blue	-0.200
truck stop	-0.200
change into	-0.200
hot pot	-0.200
red dog	-0.200
waste management	-0.200
unbeknownst to	-0.200
fold up	-0.200
skin color	-0.200
a cappella	-0.200
jail cell	-0.200
far cry	-0.200
human trafficking	-0.200
risk factor	-0.200
dip out	-0.200
tough luck	-0.200
know of	-0.200
pin on	-0.200
numbers of	-0.200
short story	-0.200
por favor	-0.200
road block	-0.200
attach to	-0.200
turn out	-0.200
pitch for	-0.200
drama queen	-0.200
roger that	-0.200
wrapped up	-0.200
front end	-0.200
reverse split	-0.200
sexual preference	-0.200
pecan pie	-0.200
cranberry juice	-0.203
mahi mahi	-0.204
whichever one	-0.204
give her	-0.204
on trend	-0.204
gag order	-0.204
terminally ill	-0.204
old lady	-0.204
sucker punch	-0.204
second thoughts	-0.206
over time	-0.206
chop up	-0.206
lay out	-0.206
rose petals	-0.206
in back	-0.206
get out	-0.206
banged up	-0.206
due date	-0.206
dinner table	-0.206
head over	-0.206
waiting list	-0.206
baby shoes	-0.206
warm water	-0.206
picky eater	-0.206
carve out	-0.206
give back	-0.206
blood pressure	-0.206
pipe down	-0.206
whole lot	-0.206
change back	-0.206
old world	-0.206
move over	-0.206
big fat	-0.206
sub par	-0.206
on hold	-0.206
become of	-0.206
eat out	-0.206
kick in	-0.206
get on	-0.206
back out	-0.206
follow suit	-0.206
fall apart	-0.206
beta male	-0.206
being that	-0.206
have back	-0.206
buzz cut	-0.206
drum kit	-0.206
shock value	-0.206
block party	-0.206
full stop	-0.206
half mast	-0.206
go red	-0.206
tap out	-0.206
mashed potato	-0.206
see after	-0.206
sliding scale	-0.206
tell of	-0.206
dark brown	-0.206
inner child	-0.206
po box	-0.206
beef jerky	-0.206
couple on	-0.206
ancient times	-0.206
contrary to	-0.206
fried rice	-0.206
closed door	-0.206
such as	-0.206
prostate cancer	-0.206
achilles heel	-0.206
or two	-0.206
throw away	-0.206
sneak out	-0.206
pawn shop	-0.206
rest day	-0.206
some day	-0.206
count out	-0.206
pea soup	-0.206
beef stew	-0.206
both sides	-0.206
old style	-0.206
move back	-0.206
on loan	-0.206
tomato juice	-0.206
sit by	-0.206
in bed	-0.206
breaking point	-0.206
tea bag	-0.206
cave in	-0.206
lean on	-0.206
sleep in	-0.206
noise pollution	-0.206
go along	-0.206
gay couple	-0.208
red wine	-0.208
suck in	-0.208
buckle up	-0.210
blood type	-0.210
dumbing down	-0.210
jump rope	-0.212
rain check	-0.212
end product	-0.212
played out	-0.214
part of	-0.214
cheese grater	-0.214
garbage collection	-0.214
plastic wrap	-0.214
pull over	-0.214
weak argument	-0.214
ride off	-0.214
frat boy	-0.214
run amok	-0.214
postpartum depression	-0.214
a bit	-0.214
stink eye	-0.214
rabbit hole	-0.214
paternity leave	-0.214
use to	-0.214
rear window	-0.214
old growth	-0.214
lemon drop	-0.214
mental institution	-0.214
night shift	-0.214
soda pop	-0.214
car traffic	-0.214
find fault	-0.214
belly up	-0.214
hospital bed	-0.214
float around	-0.214
hash browns	-0.214
fall in	-0.214
dark hair	-0.214
send out	-0.214
back pocket	-0.214
rice krispies	-0.214
carte blanche	-0.214
smoked salmon	-0.214
or otherwise	-0.214
hold to	-0.214
bump into	-0.214
butternut squash	-0.214
dog days	-0.214
my foot	-0.214
early spring	-0.214
second degree	-0.214
yellow mustard	-0.214
end of	-0.214
power outage	-0.214
sum up	-0.214
lymph node	-0.216
oil painting	-0.216
take solace	-0.216
half mile	-0.216
fess up	-0.216
pot on	-0.218
spring break	-0.218
red line	-0.218
walk back	-0.218
go by	-0.218
age bracket	-0.218
impulse buy	-0.218
call out	-0.218
throw back	-0.218
roller skate	-0.218
type out	-0.218
boy band	-0.218
chuck it	-0.218
laying on	-0.218
back atcha	-0.218
black students	-0.218
hot tub	-0.218
hang over	-0.218
of sorts	-0.218
pure evil	-0.218
baby oil	-0.218
lunch room	-0.218
egg nog	-0.218
desperate for	-0.218
hedge against	-0.218
dine out	-0.218
rest on	-0.218
late afternoon	-0.218
the pits	-0.218
seeing eye	-0.218
live out	-0.218
the runaround	-0.218
u turn	-0.220
spread out	-0.220
cover for	-0.220
do harm	-0.222
carry out	-0.222
funny story	-0.222
free throw	-0.222
come down	-0.222
to do	-0.222
of age	-0.222
apple juice	-0.222
last thing	-0.222
go into	-0.222
try me	-0.222
great disgust	-0.222
run away	-0.222
venture out	-0.222
bated breath	-0.222
nowhere near	-0.222
get treatment	-0.222
just kidding	-0.222
fruit fly	-0.222
take out	-0.222
bed bugs	-0.222
danger zone	-0.222
aye man	-0.222
plane crash	-0.224
and so	-0.224
hot with	-0.224
seek to	-0.226
month old	-0.226
middle finger	-0.226
in line	-0.226
how so	-0.226
trade off	-0.226
hot dog	-0.226
slip through	-0.226
be born	-0.226
brain surgery	-0.226
old house	-0.226
lip gloss	-0.226
found out	-0.226
debate over	-0.226
quite an	-0.226
there is	-0.226
substance abuse	-0.226
busy work	-0.226
kiss me	-0.226
cheat sheet	-0.226
stoppage time	-0.226
oatmeal cookies	-0.226
at rest	-0.226
drop by	-0.226
baby boom	-0.226
wipe away	-0.226
ice box	-0.226
sales tax	-0.226
glass bottle	-0.226
tear up	-0.226
sleep tight	-0.226
nitty gritty	-0.226
because of	-0.226
pass away	-0.226
gray hair	-0.226
darn it	-0.226
ice water	-0.226
gas line	-0.226
break out	-0.226
third wheel	-0.226
prog rock	-0.226
tied up	-0.226
maple syrup	-0.226
pop off	-0.226
raw meat	-0.226
put away	-0.226
hi there	-0.226
look here	-0.226
trump out	-0.226
laundry basket	-0.226
bad guy	-0.226
fly away	-0.226
be on	-0.226
wait till	-0.226
ghost town	-0.226
buck up	-0.226
bowel movement	-0.226
blow dry	-0.226
pork chop	-0.226
per se	-0.226
frying pan	-0.226
little dog	-0.226
low profile	-0.226
bush league	-0.228
hit for	-0.228
civil disobedience	-0.230
crack cocaine	-0.230
sour cream	-0.230
toy store	-0.230
be to	-0.230
faux pas	-0.230
what all	-0.230
wide awake	-0.230
get back	-0.230
big problem	-0.230
nerve wracking	-0.230
murder mystery	-0.230
deep fried	-0.230
for days	-0.230
at odds	-0.230
so so	-0.230
security risk	-0.230
walk off	-0.230
main problem	-0.230
kind of	-0.234
half hour	-0.234
lung cancer	-0.234
change over	-0.234
ask around	-0.234
ticked off	-0.234
old timey	-0.234
old times	-0.234
sugar high	-0.234
sugar bowl	-0.234
limited to	-0.234
hush hush	-0.234
lap dance	-0.234
back alley	-0.234
sick time	-0.234
runny nose	-0.234
hint at	-0.234
late summer	-0.234
to spare	-0.234
slow burn	-0.234
pie crust	-0.234
you bet	-0.234
death threat	-0.234
either way	-0.234
hair cut	-0.234
lip service	-0.234
crime scene	-0.234
a no-brainer	-0.234
down with	-0.234
mental image	-0.234
paper towel	-0.234
lay up	-0.234
hot pink	-0.234
cut to	-0.234
spit up	-0.234
in step	-0.234
fog up	-0.234
no hitter	-0.234
room temperature	-0.234
go ape	-0.234
house plant	-0.234
shot put	-0.234
labor force	-0.234
talk dirty	-0.234
penalty kill	-0.234
swan song	-0.234
thumbs down	-0.234
back room	-0.234
work off	-0.234
screw you	-0.234
hanging out	-0.234
feed in	-0.234
though but	-0.234
report back	-0.234
green tea	-0.234
pinch hit	-0.234
tag line	-0.234
close on	-0.234
dorm room	-0.234
soft spot	-0.234
tuna fish	-0.234
shoot out	-0.234
cat litter	-0.234
cookie dough	-0.234
gone on	-0.234
aye aye	-0.234
default on	-0.234
jump down	-0.234
hold over	-0.234
thus far	-0.234
the burbs	-0.234
sock in	-0.234
some chick	-0.234
cold winter	-0.236
non refundable	-0.236
story line	-0.236
mad money	-0.236
stress out	-0.236
bad name	-0.236
in custody	-0.236
moderate disgust	-0.238
red tape	-0.238
old fart	-0.238
fingers crossed	-0.238
ground in	-0.240
except that	-0.240
chip in	-0.240
chicken nugget	-0.240
power off	-0.240
knocked up	-0.240
smoke out	-0.240
here lies	-0.240
fear for	-0.242
take back	-0.242
age group	-0.242
warning sign	-0.242
split up	-0.242
dig out	-0.242
in progress	-0.242
call at	-0.242
plain text	-0.242
for starters	-0.242
cold call	-0.242
about to	-0.242
in turn	-0.242
dark room	-0.242
rare form	-0.242
hit out	-0.242
yo yo	-0.242
trick question	-0.242
old town	-0.242
care for	-0.242
shake off	-0.242
bent on	-0.242
bite at	-0.242
stranger danger	-0.242
to boot	-0.242
beer store	-0.242
as yet	-0.242
smoke screen	-0.242
blow off	-0.242
self loathing	-0.242
way out	-0.242
chill out	-0.242
ground level	-0.242
sneak up	-0.242
adhere to	-0.242
fan fiction	-0.242
on leave	-0.242
rat race	-0.242
dog house	-0.242
oh well	-0.242
one half	-0.242
report in	-0.242
catch fire	-0.242
broad street	-0.242
old man	-0.242
cut out	-0.242
as per	-0.242
that's life	-0.242
no sweat	-0.242
break away	-0.242
chicken little	-0.242
off white	-0.242
hold up	-0.242
second string	-0.242
they say	-0.242
take away	-0.242
hard sell	-0.242
buy out	-0.242
back pay	-0.242
stand around	-0.242
at ease	-0.242
bother with	-0.242
if so	-0.242
resigned to	-0.242
sexual tension	-0.242
yes man	-0.242
cold turkey	-0.242
back into	-0.242
corn bread	-0.242
soft on	-0.242
laser tag	-0.242
penny stock	-0.242
old soul	-0.242
phone bill	-0.242
fine print	-0.242
what's with	-0.242
hang in	-0.244
figure in	-0.244
warm to	-0.244
at hand	-0.244
female body	-0.244
off balance	-0.244
rain boots	-0.244
measuring cup	-0.246
chicken pox	-0.246
blow in	-0.250
talk through	-0.250
end user	-0.250
end on	-0.250
talk down	-0.250
pass out	-0.250
at stake	-0.250
lip balm	-0.250
yada yada	-0.250
de facto	-0.250
pillow fight	-0.250
small cap	-0.250
sit out	-0.250
jet lag	-0.250
time up	-0.250
on cue	-0.250
for free	-0.250
spew out	-0.250
pinky toe	-0.250
knock out	-0.250
draw on	-0.250
chit chat	-0.250
put up	-0.250
flesh wound	-0.250
corn dog	-0.250
wash up	-0.250
holy cow	-0.250
oh noes	-0.250
that'll do	-0.250
ball up	-0.250
pubic hair	-0.250
blow me	-0.250
balance out	-0.250
and that	-0.250
split on	-0.250
stay over	-0.250
can't wait	-0.250
have off	-0.250
dry ice	-0.250
dish out	-0.250
junk drawer	-0.250
sleep through	-0.250
on acid	-0.250
sinking ship	-0.250
beaten up	-0.250
unfinished business	-0.250
in contrast	-0.250
or anything	-0.250
tissue paper	-0.250
no rush	-0.250
dark side	-0.250
lock out	-0.250
as of	-0.250
firing off	-0.250
pulling out	-0.250
take off	-0.250
or so	-0.250
local time	-0.250
full out	-0.250
outside of	-0.250
kid gloves	-0.250
on side	-0.250
brady bunch	-0.250
jim crow	-0.250
or something	-0.250
little kid	-0.250
ice tea	-0.253
bad behavior	-0.254
pile on	-0.256
just so	-0.256
man child	-0.256
time period	-0.256
set on	-0.256
half way	-0.256
tire pressure	-0.256
find solace	-0.256
you're kidding	-0.258
light hearted	-0.258
off brand	-0.258
off road	-0.258
short of	-0.258
non sequitur	-0.258
green beans	-0.258
jump out	-0.258
pull off	-0.258
so long	-0.258
lay on	-0.258
dip in	-0.258
crap up	-0.258
call off	-0.258
on tape	-0.258
night night	-0.258
stoop to	-0.258
up until	-0.258
razor blade	-0.258
strep throat	-0.258
make out	-0.258
fire drill	-0.258
bath time	-0.258
ever so	-0.258
light breeze	-0.258
collateral damage	-0.258
jacking off	-0.258
do for	-0.258
call upon	-0.258
small screen	-0.258
night time	-0.258
smooth out	-0.258
punch in	-0.258
hot box	-0.258
film noir	-0.258
tail off	-0.258
head down	-0.258
to blame	-0.258
laid bare	-0.258
live off	-0.258
scotch tape	-0.258
brain tumor	-0.258
gay men	-0.258
let out	-0.260
hot water	-0.260
bald spot	-0.260
arm chair	-0.260
soy sauce	-0.260
blow out	-0.260
some kind	-0.260
time warp	-0.260
drown in	-0.260
other than	-0.260
voodoo doll	-0.260
on bail	-0.260
stockholm syndrome	-0.260
dead right	-0.260
saw at	-0.260
nerve racking	-0.260
further down	-0.260
in proportion	-0.260
blood sugar	-0.260
in re	-0.260
by themselves	-0.260
motion sickness	-0.262
push back	-0.262
piss off	-0.264
given that	-0.264
upper lip	-0.264
go away	-0.264
empty words	-0.264
whip out	-0.266
boarded up	-0.266
away from	-0.266
spoiled brat	-0.266
nut case	-0.266
mustard seed	-0.266
pumpkin seeds	-0.266
stick around	-0.266
upside down	-0.266
late night	-0.266
rip through	-0.266
sort of	-0.266
ball park	-0.266
side step	-0.266
last laugh	-0.266
blood orange	-0.266
piping hot	-0.266
see if	-0.266
been had	-0.266
over there	-0.266
stare down	-0.266
fight off	-0.266
stay behind	-0.266
off air	-0.266
fish out	-0.266
reaction time	-0.266
baby face	-0.266
double chin	-0.266
sleep apnea	-0.266
lay in	-0.266
on edge	-0.266
short sighted	-0.266
boil down	-0.266
shown to	-0.266
deficit spending	-0.266
hear things	-0.266
watered down	-0.266
what the	-0.266
sweet tea	-0.266
dill pickle	-0.266
double negative	-0.266
walk out	-0.266
no comment	-0.266
chop chop	-0.266
be through	-0.266
whole nother	-0.266
step back	-0.266
so as	-0.266
pull down	-0.266
left overs	-0.266
harp on	-0.266
rag doll	-0.266
red card	-0.270
wait for	-0.270
bare bones	-0.270
tip over	-0.270
curse word	-0.270
in secret	-0.270
even though	-0.270
door handle	-0.270
drop box	-0.270
chopped liver	-0.270
used car	-0.270
over priced	-0.270
midlife crisis	-0.270
not guilty	-0.270
run out	-0.270
talk out	-0.270
late fall	-0.270
cookie cutter	-0.270
scum bag	-0.272
blue spruce	-0.272
beats me	-0.272
wheel barrow	-0.274
white out	-0.276
short circuit	-0.276
fear mongering	-0.276
throw off	-0.276
broken in	-0.276
sweet tooth	-0.276
dry cleaners	-0.276
missing link	-0.276
was to	-0.276
status quo	-0.276
zone out	-0.276
pay off	-0.276
that depends	-0.276
couch potato	-0.276
zoom out	-0.276
just wondering	-0.276
something else	-0.276
name for	-0.276
turned out	-0.276
run dry	-0.276
body type	-0.276
now now	-0.276
tin can	-0.276
in short	-0.276
only if	-0.276
fill out	-0.276
accused of	-0.276
anal sex	-0.276
finish off	-0.276
how about	-0.276
resisting arrest	-0.276
death trap	-0.276
of an	-0.276
train wreck	-0.276
clear out	-0.276
right along	-0.276
considering that	-0.276
brain drain	-0.276
foul ball	-0.276
blue light	-0.276
black pudding	-0.276
wet snow	-0.276
fetal position	-0.276
on standby	-0.276
band aid	-0.276
laugh track	-0.276
second period	-0.276
turkey leg	-0.276
mask out	-0.276
water slide	-0.276
stay away	-0.276
down town	-0.276
stave off	-0.276
black market	-0.276
bunny girl	-0.276
second person	-0.276
total stranger	-0.276
cold blooded	-0.276
totem pole	-0.276
one bit	-0.276
hard drugs	-0.276
short sleeve	-0.276
eff off	-0.276
something awful	-0.276
wee hours	-0.276
divorce papers	-0.276
past it	-0.276
wide open	-0.278
no homo	-0.278
green bean	-0.279
call after	-0.280
what about	-0.280
different than	-0.280
stepping down	-0.280
ill informed	-0.282
thin air	-0.282
scream for	-0.282
copy cat	-0.282
little girl	-0.282
spoon fed	-0.282
polka dot	-0.282
leap year	-0.282
pen name	-0.282
don't worry	-0.282
roll off	-0.282
tread lightly	-0.282
wet hair	-0.282
post up	-0.282
on sale	-0.282
odds on	-0.282
walk by	-0.282
zip up	-0.282
choked up	-0.282
jollof rice	-0.282
down time	-0.282
be after	-0.284
cop on	-0.284
skid row	-0.286
wine bar	-0.286
rock hard	-0.286
phase out	-0.286
certainly not	-0.286
bus stop	-0.286
go at	-0.286
juice box	-0.286
communicable disease	-0.286
raw deal	-0.286
gosh darn	-0.286
low cost	-0.286
get bent	-0.286
humble pie	-0.286
long gone	-0.286
water down	-0.286
hold in	-0.286
sex toys	-0.286
short list	-0.286
out in	-0.286
sleep around	-0.286
wine glass	-0.286
witch hunt	-0.286
goddamn it	-0.286
fend for	-0.286
excuse me	-0.286
off with	-0.286
heated up	-0.286
some old	-0.286
close off	-0.288
out loud	-0.288
nose bleed	-0.290
if only	-0.290
go downhill	-0.290
stretched out	-0.290
gang up	-0.290
rainy day	-0.290
even when	-0.290
cut into	-0.290
foot stool	-0.290
do away	-0.290
sugar baby	-0.290
blood red	-0.290
dog food	-0.290
punching bag	-0.290
burst out	-0.290
let loose	-0.290
this way	-0.290
stop over	-0.290
let be	-0.290
report to	-0.290
small potatoes	-0.290
thinly veiled	-0.290
sock puppet	-0.290
what's yours	-0.290
asthma attack	-0.290
go without	-0.290
flip off	-0.290
trip over	-0.290
boiled egg	-0.290
old city	-0.290
short time	-0.290
hard time	-0.290
none other	-0.290
dry cleaning	-0.290
get sick	-0.290
collecting dust	-0.290
blind date	-0.290
slip on	-0.290
cruel joke	-0.290
who knows	-0.290
ought to	-0.290
tire of	-0.290
poor performance	-0.292
stretch out	-0.294
push out	-0.294
sleep deprivation	-0.294
luck out	-0.294
fish fry	-0.296
cool out	-0.296
pass by	-0.296
ache for	-0.296
carrot cake	-0.296
crawl in	-0.296
break with	-0.296
sensitive skin	-0.296
public toilet	-0.296
no probs	-0.296
head out	-0.296
phone sex	-0.296
foot traffic	-0.296
in kind	-0.296
hidden agenda	-0.296
beer belly	-0.296
bug out	-0.296
at least	-0.296
air ball	-0.296
gay bar	-0.296
in reverse	-0.296
background noise	-0.296
chew on	-0.296
aw shucks	-0.296
ex wife	-0.296
dig into	-0.298
slap on	-0.300
absolutely not	-0.300
curl up	-0.300
seek revenge	-0.300
in box	-0.300
last ditch	-0.300
kidding aside	-0.300
knocked out	-0.300
big toe	-0.300
lead off	-0.300
per diem	-0.300
gay club	-0.300
push off	-0.300
can not	-0.300
tsk tsk	-0.300
rain out	-0.300
shot glass	-0.300
caught dead	-0.300
dijon mustard	-0.300
altar boy	-0.300
skip over	-0.300
have issues	-0.300
yet another	-0.300
black flag	-0.300
acting out	-0.300
shoot off	-0.300
trash can	-0.300
toss out	-0.300
bummed out	-0.300
far gone	-0.300
burn up	-0.300
baked beans	-0.300
house cat	-0.300
huge problem	-0.300
butt on	-0.300
put into	-0.300
last hurrah	-0.300
sex toy	-0.300
killing me	-0.300
tend to	-0.300
arrest warrant	-0.300
baby talk	-0.300
be had	-0.300
go hang	-0.300
go nuts	-0.300
of yore	-0.300
child pornography	-0.300
keep from	-0.300
last resort	-0.300
hardly a	-0.300
say goodnight	-0.300
knock knock	-0.300
damage to	-0.300
milk out	-0.300
fold in	-0.300
fat guy	-0.300
short on	-0.300
mixed feelings	-0.300
bow to	-0.300
blind spot	-0.300
offer up	-0.300
slip out	-0.304
washed up	-0.306
drug dealer	-0.308
at risk	-0.308
do me	-0.308
cut corners	-0.308
on ice	-0.308
bottomless pit	-0.308
go mad	-0.308
further to	-0.308
you what	-0.310
bed bath	-0.310
struggle to	-0.310
snap in	-0.310
end point	-0.310
hunker down	-0.310
sloppy seconds	-0.310
freeze up	-0.310
how much	-0.310
go below	-0.310
lip liner	-0.310
swine flu	-0.310
stumble into	-0.310
second class	-0.310
cold air	-0.310
slide down	-0.310
moot point	-0.310
know nothing	-0.310
skin cancer	-0.310
is to	-0.310
time limit	-0.310
hot mess	-0.310
soaking wet	-0.310
hide out	-0.310
sit for	-0.310
hot cocoa	-0.310
old woman	-0.310
false witness	-0.310
free kick	-0.310
hit back	-0.310
do out	-0.310
in tough	-0.310
kick up	-0.310
left wing	-0.310
low pressure	-0.310
kidney disease	-0.310
lame excuse	-0.310
shoe box	-0.310
bad guys	-0.310
pants down	-0.310
to go	-0.310
back of	-0.310
sick of	-0.310
infectious disease	-0.310
feta cheese	-0.310
health problem	-0.310
ride me	-0.310
sift through	-0.310
corn field	-0.310
home alone	-0.310
black light	-0.310
in question	-0.310
deep sleep	-0.310
bomb threat	-0.310
little old	-0.310
sticking out	-0.310
sign off	-0.310
just off	-0.312
help out	-0.312
slim chance	-0.312
beat off	-0.312
get worse	-0.312
war criminal	-0.312
peanut butter	-0.312
deja vu	-0.312
get outside	-0.314
in jeopardy	-0.316
messed up	-0.316
all out	-0.318
no anticipation	-0.318
tune out	-0.318
step aside	-0.318
toilet paper	-0.318
tin roof	-0.320
play dumb	-0.322
of a	-0.322
pocket money	-0.322
sink in	-0.322
date back	-0.322
look down	-0.322
back in	-0.322
be around	-0.322
and how	-0.322
see out	-0.322
hold dear	-0.322
half decent	-0.322
need help	-0.322
bed frame	-0.322
no-fly list	-0.322
boo hoo	-0.322
no joke	-0.322
drop out	-0.322
set back	-0.322
light pollution	-0.322
cheap shot	-0.322
chicken broth	-0.322
child labour	-0.322
break even	-0.322
huge mistake	-0.322
gas leak	-0.322
settle down	-0.322
last half	-0.322
yield to	-0.322
just any	-0.322
garbage man	-0.322
sleeping pill	-0.322
hang with	-0.322
anything but	-0.322
help wanted	-0.322
third string	-0.322
camp out	-0.322
shake out	-0.322
why not	-0.322
for nothing	-0.322
slip away	-0.322
in jest	-0.322
comic relief	-0.322
wheel chair	-0.322
optical illusion	-0.322
feel sorry	-0.322
bit off	-0.322
quit smoking	-0.322
sleeping pills	-0.322
back burner	-0.322
knee brace	-0.322
trip up	-0.322
never mind	-0.322
knock down	-0.324
for once	-0.324
unemployment rate	-0.324
stomach ache	-0.324
for cause	-0.326
broke out	-0.326
put under	-0.326
watering can	-0.328
spin off	-0.334
