term	valence	arousal	dominance
trilogy	0.230	0.040	0.328
trim	0.000	-0.068	-0.140
trimester	0.566	-0.328	0.076
trimetric	0.000	-0.889	0.074
trimly	0.667	-0.333	0.619
trimmer	-0.480	0.096	0.058
trimming	0.000	-0.044	-0.350
trimness	1.000	-0.542	0.333
trine	-0.208	-0.270	-0.366
trinity	0.270	-0.308	0.320
trinket	0.175	-0.296	-0.264
trinomial	0.000	0.000	0.083
trio	0.042	0.226	-0.054
trioxide	0.000	0.000	0.083
trip	0.750	0.286	0.076
trip out	-0.434	0.000	-0.400
trip over	-0.516	0.144	-0.290
trip up	-0.166	0.176	-0.322
tripartite	0.000	-0.040	0.078
tripe	-0.376	-0.278	-0.124
triple	0.170	-0.230	-0.038
triple crown	0.034	0.136	0.276
triple play	0.094	0.208	0.194
triplet	0.244	0.020	0.236
triplex	0.000	0.000	0.519
triplicate	0.368	0.090	0.434
triplication	0.037	0.600	0.333
tripod	-0.188	-0.224	-0.034
tripped	-0.583	0.667	-0.556
trippin	-0.266	0.204	-0.310
tripping	-0.448	0.188	-0.414
tripwire	-0.667	0.667	0.583
trisect	0.000	0.500	0.259
trisection	0.056	0.296	0.292
trite	-0.084	-0.164	-0.420
tritely	-0.667	-0.630	-0.375
triteness	-0.667	-0.667	-0.407
tritium	-0.176	-0.058	-0.156
triumph	0.938	0.596	0.852
triumphal	1.000	0.667	0.958
triumphant	0.898	0.674	0.972
triumphantly	1.000	1.000	1.000
trivia	0.380	-0.020	-0.054
trivial	-0.188	-0.226	-0.326
triviality	-0.667	-0.519	-0.810
trivialize	-0.667	0.667	0.417
trivially	-0.333	-0.500	-0.704
trivialness	-0.667	-0.571	-0.889
trod	-0.042	0.458	-0.208
trodden	-0.476	-0.667	-0.667
troglodyte	-0.667	-0.667	-0.667
trojan	-0.333	0.667	0.667
trojan horse	-0.226	0.268	-0.032
troll	-0.244	0.254	-0.346
trolley	0.124	0.116	-0.072
trollop	-0.958	0.708	-0.750
trombone	0.124	0.000	0.000
trombonist	0.000	0.667	0.556
troop	-0.250	0.392	0.500
trooper	-0.084	0.388	0.426
troops	-0.230	0.436	0.608
trope	0.000	0.000	0.185
trophic	0.037	0.000	0.208
trophies	1.000	-0.083	0.833
trophy	0.894	0.286	0.352
trophy wife	0.200	0.134	0.200
tropic	0.480	0.058	0.072
tropical	0.480	-0.078	0.018
tropical storm	-0.234	0.310	0.276
tropically	0.476	0.250	0.000
tropics	0.480	-0.234	-0.176
tropism	0.000	0.375	0.000
troposphere	0.083	-0.048	0.000
trot	0.062	0.328	-0.208
trot out	-0.032	0.050	-0.500
troubadour	0.625	0.476	0.125
trouble	-0.730	0.622	-0.096
trouble maker	-0.620	0.140	0.266
troubled	-0.666	0.254	-0.230
troublemaker	-0.480	0.800	0.192
troublemaking	-0.722	0.741	-0.571
troubles	-0.949	0.708	-0.462
troubleshoot	0.000	0.667	0.778
troubleshooter	0.667	0.889	0.833
troublesome	-0.434	0.788	-0.192
troublesomeness	-0.833	0.667	-0.190
trough	0.000	-0.384	-0.320
trounce	-0.667	1.000	1.000
troupe	0.250	-0.188	0.114
trouper	0.722	0.667	0.667
trouser	0.000	0.000	0.000
trousers	0.250	-0.372	-0.116
trout	0.032	-0.226	-0.404
trove	0.963	0.000	0.458
trowel	-0.060	-0.164	-0.500
truancy	-0.708	0.667	-0.667
truant	-0.667	0.667	-0.667
truce	0.376	-0.118	-0.094
truck	0.062	-0.264	0.092
truck driver	0.298	0.166	0.068
truck stop	-0.384	-0.136	-0.200
trucker	-0.012	0.218	0.000
truckload	-0.040	-0.100	0.068
truculent	-0.580	0.462	-0.004
trudge	-0.667	0.667	-0.667
true	0.792	-0.128	0.554
true believer	0.482	0.066	0.464
true believers	0.556	0.082	0.552
true blue	0.452	-0.102	0.000
true colors	0.162	-0.096	0.242
true feelings	0.646	-0.012	0.482
true identity	0.354	0.092	0.364
true love	0.870	0.000	0.624
true meaning	0.562	0.016	0.196
true nature	0.370	-0.194	0.214
true north	0.200	0.034	0.226
true self	0.264	-0.042	0.300
true statement	0.774	0.046	0.592
true story	0.466	-0.198	0.452
true to	0.406	-0.282	-0.036
true value	0.654	0.000	0.388
trueborn	0.500	-0.667	0.583
truehearted	0.762	-0.667	0.667
truelove	0.720	0.200	0.174
trueness	0.963	-0.958	0.458
truer	0.667	0.000	0.458
truffle	0.354	-0.354	-0.164
truism	0.042	-0.156	-0.040
trump	0.280	0.432	0.796
trump card	-0.104	0.094	0.300
trump out	-0.380	0.000	-0.226
trumpet	0.146	0.140	-0.214
trumpeter	0.346	0.200	0.352
truncate	-0.354	0.200	-0.176
truncated	-0.368	0.204	-0.122
truncation	-0.458	0.667	-0.593
truncheon	-0.667	0.708	0.944
trundle	0.014	-0.460	-0.172
trunk	-0.458	-0.666	-0.192
truss	0.042	-0.036	0.138
trust	0.776	0.094	0.482
trust fund	0.380	-0.082	0.366
trust in	0.566	-0.192	0.138
trust me	0.516	0.050	0.108
trust to	0.354	-0.060	0.206
trust with	0.608	-0.160	0.484
trustable	1.000	-0.417	0.619
trustee	0.062	-0.116	0.316
trusteeship	0.667	-0.593	0.619
trustful	0.762	-0.333	0.333
trustfully	1.000	-0.667	0.519
trustfulness	0.889	-0.667	0.444
trustiness	1.000	-0.815	0.667
trusting	0.714	0.016	0.500
trustless	-1.000	-0.519	-0.933
trustworthily	0.933	-0.667	0.667
trustworthiness	1.000	-0.667	0.542
trustworthy	0.938	-0.370	0.686
trusty	0.726	-0.204	0.392
truth	0.942	-0.200	0.370
truthful	0.416	-0.066	0.614
truthfully	1.000	0.000	0.333
truthfulness	0.840	0.098	0.616
try	0.208	0.102	0.112
try for	0.090	-0.238	-0.166
try me	-0.334	-0.064	-0.222
try on	0.296	-0.098	-0.344
try out	-0.486	0.098	-0.112
trying on	0.250	0.050	0.034
tryout	-0.082	0.078	-0.056
tryouts	-0.020	0.204	0.188
tryptophan	0.042	-0.333	0.000
tryst	0.476	0.667	0.000
tsar	-0.037	0.000	1.000
tshirt	0.334	-0.298	-0.096
tsk tsk	-0.344	-0.198	-0.300
tsunami	-0.916	0.888	0.368
tub	-0.102	-0.530	-0.470
tuba	0.084	-0.196	-0.238
tubbiness	-0.625	-0.667	-0.625
tubby	-0.146	-0.154	-0.294
tube	-0.164	-0.442	-0.182
tubeless	0.296	-0.583	0.000
tuber	0.000	-0.381	-0.125
tubercular	-0.917	-0.750	-0.750
tuberculosis	-0.572	0.038	-0.152
tuberous	0.056	-0.583	0.000
tubing	-0.124	-0.274	-0.284
tubular	-0.084	-0.278	-0.072
tubule	0.000	-0.340	-0.334
tuck	-0.266	-0.054	-0.278
tuck in	0.296	-0.276	-0.066
tucker	-0.050	0.116	-0.142
tuesday	-0.062	-0.632	-0.340
tuesdays	0.000	0.000	0.000
tuft	0.000	-1.000	-0.238
tufted	0.000	0.020	-0.188
tug	-0.360	0.208	0.116
tugboat	-0.458	0.020	0.304
tugger	0.000	0.583	0.500
tugging	-0.238	0.611	-0.556
tuition	0.062	-0.256	-0.128
tuition fees	-0.206	-0.066	0.148
tulip	0.460	-0.622	-0.288
tumble	-0.448	0.112	-0.456
tumbled	-0.056	0.667	-0.667
tumbledown	-0.667	-0.667	-0.810
tumbler	0.040	-0.480	-0.296
tumbleweed	-0.376	-0.058	-0.146
tummy	-0.146	-0.270	-0.540
tumor	-0.796	0.328	-0.352
tumour	-0.816	0.254	-0.072
tumult	-0.458	0.280	0.272
tumultuous	-0.625	1.000	0.312
tumultuously	-0.667	1.000	0.375
tumultuousness	-0.667	1.000	0.125
tun	-0.228	-0.174	-0.272
tuna	0.062	-0.228	-0.392
tuna fish	0.000	-0.266	-0.234
tuna salad	-0.112	-0.166	-0.142
tuna sandwich	-0.242	-0.330	-0.370
tunable	0.020	-0.272	0.164
tune	0.416	-0.042	-0.148
tune in	0.310	0.016	0.434
tune out	-0.530	-0.322	-0.318
tune up	0.208	0.016	-0.072
tuneable	0.619	0.048	0.148
tuned in	-0.260	-0.046	-0.022
tuneful	0.810	-0.519	0.292
tunefully	0.708	0.417	0.037
tunefulness	0.917	0.000	0.292
tuneless	-0.667	-0.625	-0.407
tunelessly	-0.667	-1.000	-0.630
tuner	0.630	0.667	0.481
tungsten	0.000	0.000	0.524
tunic	0.062	-0.504	-0.218
tuning	0.438	-0.220	0.270
tunnel	-0.376	-0.020	-0.176
tunnel vision	-0.290	0.132	0.128
tupperware	0.125	-0.556	0.000
turban	-0.062	-0.228	-0.148
turbid	-0.667	0.444	-0.185
turbidity	-0.504	0.214	-0.214
turbine	0.040	0.098	0.150
turbo	0.166	0.458	0.192
turbocharger	0.667	1.000	0.778
turbojet	0.278	1.000	0.963
turbulence	-0.876	0.844	0.064
turbulent	-0.396	0.584	0.224
turbulently	-0.667	1.000	0.593
turd	-0.520	0.038	-0.234
turf	0.062	-0.616	-0.410
turgid	-0.667	0.333	0.074
turgidity	-0.667	0.048	-0.208
turgidly	-0.667	-0.583	-0.370
turkey	0.268	-0.510	-0.506
turkey leg	-0.118	-0.054	-0.276
turkish	0.000	0.042	0.000
turks	0.000	0.000	0.370
turmeric	0.084	-0.368	-0.376
turmoil	-0.604	0.776	-0.166
turn	0.062	-0.204	-0.036
turn against	-0.482	0.148	-0.142
turn around	-0.094	0.294	0.066
turn away	0.000	0.042	-0.094
turn back	-0.328	-0.108	-0.034
turn down	-0.354	-0.194	-0.482
turn in	-0.038	-0.280	0.096
turn into	-0.344	-0.074	-0.064
turn off	-0.516	-0.442	-0.534
turn on	0.234	0.238	0.394
turn out	-0.104	0.050	-0.200
turn over	-0.206	-0.096	-0.134
turn signal	0.322	-0.010	0.100
turn to	-0.096	-0.108	-0.194
turn up	0.200	-0.016	0.104
turnabout	0.143	0.667	0.524
turnaround	0.120	0.308	-0.186
turnaround time	0.000	0.080	0.074
turncoat	-0.704	0.619	-0.625
turndown	-0.667	-0.625	-0.458
turned	0.260	0.076	0.166
turned down	-0.566	-0.340	-0.552
turned on	0.300	0.250	0.104
turned out	-0.250	-0.184	-0.276
turning	0.020	0.368	-0.160
turning away	-0.580	0.016	-0.376
turning point	0.034	0.318	0.036
turnip	0.122	-0.634	-0.492
turnkey	0.062	-0.236	-0.146
turnoff	-0.376	0.120	-0.346
turnout	0.282	0.384	0.796
turnover	-0.020	-0.216	0.024
turnpike	-0.041	0.667	0.096
turnstile	0.000	0.625	0.000
turnstiles	-0.042	0.667	0.500
turnstone	0.000	0.519	0.000
turntable	0.062	-0.090	-0.188
turpentine	-0.360	0.078	0.142
turpitude	-1.000	0.667	-0.583
turquoise	0.572	-0.548	-0.286
turret	-0.012	0.000	0.176
turtle	-0.418	-0.837	-0.429
turtleback	-0.238	-0.889	0.074
turtledove	0.708	-0.963	-0.556
turtlehead	-0.048	-0.905	-0.333
turtleneck	0.166	-0.204	-0.346
tush	-0.286	0.000	0.000
tusk	0.000	-0.875	0.333
tussle	-0.334	0.838	0.382
tut	-0.333	-0.074	0.250
tutelage	-0.214	-0.116	0.218
tutor	0.500	-0.308	0.652
tutorial	-0.040	-0.062	0.120
tutoring	0.326	-0.196	0.404
tutorship	0.667	0.286	0.381
tutu	0.166	-0.448	-0.534
tux	0.062	-0.270	-0.076
tuxedo	0.388	-0.292	0.038
tv	0.244	-0.240	-0.214
twaddle	-0.667	0.381	-0.750
twain	0.082	-0.490	-0.260
twang	0.056	0.519	0.000
twas	0.000	0.000	0.000
twats	-0.188	0.176	-0.234
tweak	-0.120	-0.076	-0.096
tweaker	-0.741	1.000	-0.292
tweed	0.020	-0.120	-0.176
tweedle	0.000	0.667	-0.167
tweedy	0.000	0.000	0.000
tween	0.042	0.583	-0.333
tweet	0.318	-0.020	0.074
tweeter	0.000	0.667	0.333
tweeze	-0.333	0.667	-0.292
tweezer	0.048	0.583	0.037
tweezers	-0.014	-0.184	-0.410
twelfth	0.042	-0.416	0.054
twelve	-0.020	-0.404	-0.176
twelvefold	0.000	0.000	0.143
twentieth	-0.062	-0.406	-0.308
twenty	0.040	-0.416	-0.428
twentyfold	0.571	0.000	0.667
twerp	-0.184	-0.114	-0.232
twice	0.234	-0.084	0.036
twiddle	0.000	0.619	-0.500
twig	-0.244	-0.424	-0.528
twigged	0.000	0.667	-0.407
twilight	0.244	-0.318	0.266
twilight zone	0.188	0.156	0.134
twill	-0.102	-0.170	-0.294
twin	0.376	-0.274	-0.094
twin brother	0.242	-0.242	0.104
twin sister	0.400	-0.018	0.162
twine	0.042	-0.240	-0.326
twinge	-0.368	0.440	-0.058
twinkle	0.438	0.448	0.220
twinkly	0.952	0.375	-0.250
twinned	0.630	-0.417	0.190
twinning	0.519	0.067	0.083
twins	0.520	-0.054	0.204
twinset	0.296	-0.500	-0.143
twirl	0.104	0.294	-0.182
twirler	0.185	0.741	-0.083
twist	-0.250	-0.062	-0.326
twistable	0.000	0.333	-0.185
twisted	-0.858	0.472	-0.378
twister	-0.340	0.360	0.294
twisty	-0.333	0.500	-0.250
twit	-0.612	0.306	-0.604
twitch	0.020	0.480	0.096
twitcher	-0.333	0.667	-0.429
twitchily	-0.667	1.000	-0.542
twitchiness	-0.619	0.958	-0.714
twitching	-0.416	0.400	-0.036
twitchy	-0.812	0.836	-0.438
twitter	0.000	1.000	0.417
twixt	0.000	0.000	0.000
two	0.040	-0.600	-0.192
two cents	-0.034	-0.220	0.104
two dozen	0.104	-0.170	0.034
two fingers	0.022	-0.256	0.120
two piece	0.066	-0.206	0.000
two step	0.166	-0.372	-0.346
two thirds	-0.172	-0.156	-0.074
two weeks	0.156	-0.190	0.134
twofaced	-0.226	0.240	-0.232
twofold	0.146	-0.334	0.102
twosome	0.166	0.088	0.000
tycoon	0.364	0.192	0.734
tying	0.000	0.667	-0.375
tying up	0.000	0.092	-0.060
tyke	0.000	-0.224	-0.400
tylenol	-0.098	-0.140	-0.130
type	0.000	-0.432	-0.272
type in	-0.104	-0.090	-0.134
type out	-0.166	-0.142	-0.218
typecast	-0.667	-0.667	-0.444
typed	0.000	0.000	0.185
typeface	0.000	-0.667	0.542
typescript	0.000	0.056	0.333
typeset	0.370	0.667	0.370
typesetter	0.167	0.667	0.481
typesetting	0.083	0.593	0.250
typewrite	0.000	0.667	0.143
typewriter	0.084	-0.254	-0.164
typewritten	0.000	-0.125	0.000
typhoid	-0.470	-0.084	-0.198
typhoon	-0.354	0.592	0.394
typhus	-1.000	-0.381	-0.917
typical	0.270	-0.588	-0.148
typically	0.138	-0.246	0.118
typify	0.556	0.083	0.444
typist	0.102	0.118	0.056
typo	-0.552	-0.170	-0.490
typographer	0.458	0.407	0.583
typographic	0.000	-0.593	0.370
typographical	-0.333	-0.370	0.000
typographically	0.000	-0.667	0.125
typography	-0.040	-0.332	0.148
typological	0.111	-0.667	0.125
typologically	0.000	0.000	0.148
typology	0.000	0.292	0.125
tyrannical	-0.666	0.720	0.462
tyrannically	-1.000	0.722	1.000
tyrannize	-1.000	1.000	1.000
tyrannosaur	-0.259	0.571	0.963
tyrannosaurus	-0.222	0.952	1.000
tyrannous	-1.000	0.667	1.000
tyranny	-0.776	0.584	0.410
tyrant	-0.770	0.700	0.366
tyre	-0.040	-0.284	-0.186
u turn	-0.420	0.032	-0.220
ubiquitous	0.270	0.142	0.768
ubiquitously	0.000	0.000	0.375
ubiquity	0.156	-0.020	0.190
udder	0.000	-1.000	-0.625
ugh	-0.600	-0.210	-0.428
ugliest	-1.000	-0.095	-0.708
ugliness	-0.812	-0.186	-0.466
ugly	-0.666	0.260	-0.492
uh huh	-0.108	-0.314	-0.516
uhhh	-0.358	-0.348	-0.548
uhoh	-0.360	0.244	-0.432
ukulele	0.026	-0.284	-0.270
ulcer	-0.428	0.192	-0.246
ulcerate	-1.000	-0.619	-0.708
ulcerated	-0.875	-0.667	-0.815
ulceration	-0.708	-0.476	-0.750
ulcerative	-1.000	-0.444	-0.542
ulcerous	-1.000	0.375	-0.625
ulna	0.000	-1.000	0.000
ulterior	-0.250	0.018	-0.020
ulterior motive	-0.172	0.200	0.036
ultimate	0.296	0.290	0.088
ultimately	-0.230	-0.040	0.116
ultimatum	-0.562	0.710	0.674
ultimo	-0.250	-0.274	-0.400
ultra	0.667	0.667	0.926
ultracentrifuge	0.000	0.667	0.667
ultraconservatism	-0.667	-0.542	0.704
ultraconservative	-0.593	-0.458	0.889
ultrafashionable	1.000	0.000	0.667
ultrafast	0.963	1.000	0.481
ultrafine	0.667	0.000	0.250
ultrahigh	0.667	0.000	0.833
ultraliberal	0.000	0.667	0.500
ultralight	0.542	0.000	0.167
ultramarine	0.667	0.000	0.000
ultramicroscopic	0.000	-0.667	0.238
ultramodern	0.667	0.037	0.583
ultranationalist	-0.704	0.750	0.958
ultraorthodox	0.000	-0.593	0.593
ultrashort	0.000	0.375	0.000
ultrasonic	0.000	0.667	0.148
ultrasound	0.146	0.188	0.200
ultrathin	-0.148	0.000	-0.095
ultraviolent	-1.000	0.476	0.963
ultraviolet	0.208	-0.104	0.346
um	-0.167	-0.286	-0.619
umbilical	-0.204	-0.188	-0.334
umbilical cord	-0.064	0.000	-0.068
umbilicus	0.000	-0.370	0.000
umbra	-0.184	-0.200	-0.326
umbrage	-0.667	-0.667	-0.238
umbrella	0.166	-0.508	-0.490
umm	-0.464	-0.368	-0.420
ummm	-0.334	-0.334	-0.392
umpire	0.040	0.184	0.510
umpteen	0.020	-0.080	0.222
umpteenth	-0.238	0.000	0.000
unabashed	-0.416	0.228	-0.024
unabashedly	0.222	0.667	0.815
unabated	0.064	-0.160	-0.068
unabatedly	0.000	0.667	0.750
unabbreviated	0.042	-0.095	0.074
unable	-0.736	-0.082	-0.614
unabridged	0.667	-0.667	0.625
unabsorbed	-0.333	-0.625	-0.481
unaccented	-0.042	-0.667	-0.370
unacceptability	-0.750	-0.792	-0.407
unacceptable	-0.734	-0.042	-0.340
unacceptably	-0.905	-0.444	-0.571
unaccepted	-0.667	-0.815	-0.833
unaccommodating	-0.667	-0.524	0.593
unaccompanied	-0.416	-0.248	-0.406
unaccomplished	-0.667	-0.875	-0.667
unaccountability	-0.500	-0.667	-0.667
unaccountable	-0.640	0.200	0.086
unaccountably	-0.333	-0.714	-0.375
unaccounted	-0.180	-0.324	-0.278
unaccounted for	-0.840	-0.046	-0.484
unaccredited	-0.667	-0.571	-0.667
unaccustomed	-0.037	-0.042	-0.444
unaccustomedly	0.000	0.190	-0.429
unachievable	-0.667	-0.667	-0.833
unachieved	-0.667	-0.667	-0.667
unacknowledged	-0.520	-0.462	-0.768
unacquainted	-0.042	-0.667	-0.481
unacquaintedness	-0.333	-1.000	-0.619
unaddressed	-0.667	-0.630	-0.556
unadjusted	-0.333	-0.583	-0.583
unadoptable	-0.952	-0.778	-0.667
unadorned	-0.095	-0.889	-0.259
unadulterated	0.140	-0.160	0.056
unadventurous	-0.667	-1.000	-0.815
unadventurously	-0.667	-1.000	-0.583
unadvertised	-0.208	-0.667	-0.185
unadvisable	-0.667	-0.667	-0.571
unadvised	-0.667	-0.667	-0.571
unadvisedly	-0.667	-0.375	-0.250
unaesthetic	-0.875	-0.625	-0.333
unaffected	0.084	-0.470	0.142
unaffectedly	0.095	-0.852	0.000
unaffectedness	0.000	-0.958	0.286
unaffecting	-0.333	-0.958	-0.296
unaffectionate	-0.714	-0.583	-0.375
unaffiliated	-0.222	-0.593	-0.083
unaffordable	-0.708	-0.593	-0.333
unafraid	0.000	0.040	0.310
unaggressive	0.370	-1.000	-0.750
unaided	-0.420	-0.180	-0.328
unaired	-0.333	-1.000	-0.048
unalarmed	0.833	-1.000	0.074
unalienable	0.852	-0.875	0.905
unaligned	-0.111	-0.556	-0.200
unalike	-0.125	-0.286	0.000
unalleviated	-0.778	-0.667	-0.667
unallied	-0.133	-0.556	-0.296
unallowable	-1.000	-0.556	-0.556
unalloyed	0.926	-0.095	0.524
unalterable	-0.292	-0.958	0.963
unalterably	-0.611	-0.917	0.917
unaltered	0.142	-0.462	0.196
unambiguous	-0.188	-0.220	0.156
unambiguously	0.667	-0.792	0.593
unambiguousness	0.667	-1.000	0.917
unambitious	-0.667	-0.952	-0.958
unamplified	-0.067	-1.000	-0.458
unanalyzed	-0.333	-0.630	-0.381
unanchored	-0.375	-0.625	-0.704
unanimated	-0.556	-1.000	-0.625
unanimity	-0.020	-0.186	0.412
unanimous	0.312	-0.240	0.364
unanimously	0.372	-0.334	0.476
unannounced	-0.520	0.176	-0.418
unanswerable	-0.667	-0.857	-0.875
unanswerably	-0.667	-0.750	-0.958
unanswered	-0.448	-0.278	-0.562
unanticipated	-0.490	0.550	-0.346
unapologetic	-0.667	0.556	0.889
unapparent	-0.333	-0.958	-0.542
unappealing	-0.952	-0.704	-0.750
unappeasable	-1.000	0.667	0.625
unappeasably	-0.917	1.000	-0.238
unappeased	-0.667	0.667	0.370
unappetizing	-0.926	-1.000	-0.500
unapplied	-0.333	-1.000	-0.556
unappreciable	-0.500	-0.963	-0.667
unappreciated	-0.544	-0.138	-0.582
unappreciative	-0.778	-0.667	-0.762
unappreciatively	-0.667	-0.571	-0.444
unapprised	-0.667	-0.714	-0.630
unapproachable	-0.667	-1.000	0.571
unapproved	-0.632	-0.058	-0.492
unarguable	1.000	-1.000	0.917
unarguably	0.583	-0.583	0.778
unarm	-0.556	-0.667	-0.519
unarmed	-0.146	-0.160	-0.518
unarmored	-0.333	-0.333	-0.625
unarranged	-0.333	-0.667	-0.444
unarticulated	-0.333	-0.905	-0.556
unascertainable	-0.667	-0.852	-0.708
unascertained	-0.333	-0.625	-0.458
unashamed	0.833	-0.042	0.630
unashamedly	0.583	0.000	0.667
unasked	0.000	-0.905	-0.292
unassailable	1.000	-0.792	1.000
unassailably	0.952	-0.963	0.741
unassembled	-0.333	-0.667	-0.370
unasserted	-0.333	-1.000	-0.762
unassertive	-0.542	-0.963	-0.926
unassertiveness	-0.667	-0.958	-0.667
unassigned	-0.333	-1.000	-0.481
unassimilated	-0.389	-0.619	-0.476
unassisted	-0.396	-0.360	-0.578
unassociated	0.000	-1.000	-0.370
unassuming	-0.020	-0.540	-0.058
unattached	-0.616	-0.122	-0.434
unattainable	-0.560	0.270	0.142
unattainably	-0.619	-0.667	-0.481
unattained	-0.625	-0.926	-0.519
unattended	-0.490	-0.200	-0.666
unattested	-0.333	-0.889	-0.333
unattractive	-0.552	-0.386	-0.584
unattractively	-1.000	-0.708	-0.625
unattractiveness	-0.762	-0.667	-0.750
unattributed	-0.296	-0.625	-0.148
unaudited	-0.500	-0.667	-0.370
unauthentic	-0.667	-0.481	-0.519
unauthenticated	-0.667	-0.571	-0.611
unauthorized	-0.480	-0.104	-0.482
unavailability	-0.667	-1.000	-0.458
unavailable	-0.354	-0.438	-0.682
unavailing	-0.667	-0.857	-0.917
unavoidable	-0.300	0.160	-0.110
unavoidably	0.000	-0.667	-0.542
unawake	-0.524	-1.000	-0.852
unaware	-0.584	-0.290	-0.380
unawareness	-0.333	-0.875	-0.667
unbaked	-0.333	-0.792	-0.593
unbalance	-0.667	0.583	-0.625
unbalanced	-0.396	0.192	-0.314
unbanked	-0.667	-0.667	-0.542
unbarred	0.625	0.389	0.407
unbearable	-0.750	0.596	-0.106
unbearably	-0.667	0.762	-0.571
unbeatable	0.470	0.438	0.362
unbeatably	1.000	-0.593	1.000
unbeaten	0.708	0.520	0.656
unbecoming	-0.754	-0.058	-0.424
unbecomingness	-0.952	-0.733	-0.708
unbefitting	-0.667	-0.593	-0.444
unbeknown	0.000	-0.667	-0.259
unbeknownst	0.000	-0.222	-0.259
unbeknownst to	-0.018	-0.070	-0.200
unbelief	-0.470	0.164	-0.186
unbelievable	0.542	0.580	0.434
unbelievably	0.000	-0.286	0.000
unbeliever	-0.519	0.000	-0.296
unbelieving	-0.333	-0.667	-0.542
unbend	0.556	-0.167	0.333
unbendable	0.667	-1.000	0.889
unbeneficial	-0.810	-0.667	-0.542
unbent	0.714	-0.476	0.542
unbiased	0.250	-0.244	0.236
unbidden	-0.667	0.048	-0.458
unbigoted	0.905	-0.708	0.296
unbilled	-0.292	-0.667	-0.375
unbind	0.333	0.704	0.667
unbitten	0.333	-0.917	0.167
unbleached	0.000	-0.667	0.000
unblemished	1.000	-0.958	0.583
unblended	-0.167	-0.556	0.000
unblessed	-0.889	-0.667	-0.381
unblinking	0.000	0.833	0.708
unblock	0.926	0.667	0.407
unblushing	-0.333	-0.667	0.389
unbolt	0.000	0.667	0.619
unborn	-0.376	-0.400	-0.568
unborn child	-0.068	-0.148	-0.634
unbothered	0.667	-0.963	0.524
unbound	-0.292	-0.196	-0.434
unbounded	0.292	0.200	0.472
unboundedly	1.000	0.167	0.778
unbowed	0.667	0.667	0.963
unboxed	0.667	0.333	0.185
unbraid	0.000	0.667	-0.333
unbranded	0.000	-0.667	-0.333
unbreakable	0.306	0.146	0.518
unbreakably	0.963	-1.000	1.000
unbridgeable	-0.667	-0.733	-0.952
unbridle	0.714	1.000	0.963
unbridled	-0.208	0.518	-0.104
unbroken	0.100	-0.552	0.204
unbuckle	0.095	0.542	-0.037
unbuckled	-0.333	0.333	-0.524
unbudgeted	-0.667	-0.667	-0.667
unbundle	0.556	0.583	0.583
unbundled	0.000	-0.625	-0.208
unburden	0.708	-0.481	-0.095
unburied	-0.333	0.375	-0.208
unburnable	0.444	-1.000	0.074
unburned	0.292	-0.952	0.000
unbuttered	-0.083	-0.667	0.000
unbutton	-0.042	0.078	-0.378
uncalculated	-0.111	-0.125	-0.556
uncalculating	0.381	-0.667	-0.556
uncalled	-0.312	-0.412	-0.556
uncalled for	-0.414	-0.178	-0.344
uncannily	-0.208	0.056	0.000
uncanny	-0.062	-0.078	-0.140
uncanvassed	-0.296	-0.778	-0.292
uncap	0.333	0.750	0.333
uncapped	0.000	0.000	0.148
uncapsizable	0.857	-0.926	0.958
uncaptioned	-0.333	-0.667	-0.259
uncaring	-0.646	-0.510	-0.358
uncarpeted	-0.333	-0.042	-0.190
uncased	0.000	-0.571	-0.083
uncast	-0.037	-0.667	-0.333
uncatchable	-0.333	0.667	0.875
uncategorized	0.000	0.000	-0.042
uncaught	-0.400	-0.524	-0.250
unceasing	-0.667	0.958	0.542
uncelebrated	-0.619	-0.667	-0.429
uncensored	0.000	0.667	0.524
uncensured	-0.124	0.298	0.018
unceremonious	-0.524	0.000	-0.048
unceremoniously	-0.571	0.375	-0.407
uncertain	-0.274	0.000	-0.672
uncertainly	-0.333	-0.667	-0.667
uncertainness	-0.500	-0.630	-0.708
uncertainty	-0.872	-0.012	-0.436
uncertified	-0.667	-0.583	-0.625
unchain	1.000	0.704	0.917
unchallengeable	0.778	-0.667	0.792
unchallenged	0.104	-0.212	0.090
unchallenging	-0.238	-0.792	-0.833
unchangeable	-0.250	-0.116	0.418
unchangeably	0.000	-0.926	0.625
unchanged	-0.020	-0.592	-0.526
unchanging	0.000	-1.000	0.524
uncharacteristic	-0.333	-0.667	-0.037
uncharacteristically	-0.190	0.048	-0.375
uncharacterized	0.000	-0.444	-0.333
uncharged	0.000	-0.926	-0.296
uncharitable	-0.926	-0.667	-0.333
uncharitably	-0.667	-0.524	0.292
uncharted	-0.624	-0.188	-0.174
unchartered	-0.083	-0.667	-0.381
unchaste	-0.667	0.481	-0.333
unchastely	-0.667	0.381	-0.381
uncheck	0.000	0.611	0.630
uncherished	-0.500	-0.176	-0.440
unchristian	-0.667	-0.429	0.000
uncirculated	0.500	-0.944	0.238
uncircumcised	0.000	-0.083	-0.476
uncivil	-0.714	-0.200	-0.500
uncivilized	-0.734	0.200	-0.200
uncivilly	-0.852	0.667	-0.542
unclad	-0.333	0.333	-0.333
unclaimed	-0.368	-0.308	-0.444
unclamp	0.333	0.667	0.444
unclasp	0.000	0.481	0.389
unclassifiable	-0.286	0.000	-0.185
unclassified	-0.333	-0.250	-0.583
